time_s,Z,N,E,H
136.37,-326.053133,1099.876667,2943.161133,8251.081467
136.38,-325.053133,1103.876667,2954.161133,8228.081467
136.39,-326.053133,1097.876667,2950.161133,8202.081467
136.40,-331.053133,1103.876667,2960.161133,8175.081467
136.41,-326.053133,1096.876667,2963.161133,8137.081467
136.42,-335.053133,1088.876667,2974.161133,8088.081467
136.43,-335.053133,1093.876667,2976.161133,8030.081467
136.44,-335.053133,1105.876667,2988.161133,7971.081467
136.45,-334.053133,1112.876667,2999.161133,7905.081467
136.46,-329.053133,1117.876667,2998.161133,7841.081467
136.47,-328.053133,1124.876667,3003.161133,7779.081467
136.48,-320.053133,1135.876667,3006.161133,7716.081467
136.49,-318.053133,1147.876667,3005.161133,7647.081467
136.50,-314.053133,1164.876667,3018.161133,7586.081467
136.51,-314.053133,1176.876667,3027.161133,7518.081467
136.52,-311.053133,1193.876667,3051.161133,7455.081467
136.53,-309.053133,1212.876667,3063.161133,7385.081467
136.54,-306.053133,1225.876667,3087.161133,7295.081467
136.55,-297.053133,1247.876667,3107.161133,7197.081467
136.56,-290.053133,1261.876667,3125.161133,7081.081467
136.57,-283.053133,1280.876667,3125.161133,6953.081467
136.58,-278.053133,1290.876667,3133.161133,6817.081467
136.59,-270.053133,1308.876667,3142.161133,6681.081467
136.60,-264.053133,1326.876667,3161.161133,6542.081467
136.61,-252.053133,1348.876667,3168.161133,6387.081467
136.62,-238.053133,1362.876667,3175.161133,6220.081467
136.63,-230.053133,1380.876667,3180.161133,6038.081467
136.64,-214.053133,1397.876667,3193.161133,5839.081467
136.65,-208.053133,1415.876667,3193.161133,5635.081467
136.66,-194.053133,1429.876667,3206.161133,5425.081467
136.67,-177.053133,1442.876667,3215.161133,5216.081467
136.68,-172.053133,1452.876667,3228.161133,5007.081467
136.69,-155.053133,1463.876667,3233.161133,4799.081467
136.70,-148.053133,1469.876667,3244.161133,4584.081467
136.71,-138.053133,1479.876667,3274.161133,4374.081467
136.72,-131.053133,1491.876667,3277.161133,4174.081467
136.73,-119.053133,1504.876667,3289.161133,3979.081467
136.74,-108.053133,1512.876667,3297.161133,3778.081467
136.75,-96.053133,1524.876667,3318.161133,3586.081467
136.76,-90.053133,1549.876667,3331.161133,3391.081467
136.77,-74.053133,1555.876667,3334.161133,3194.081467
136.78,-69.053133,1570.876667,3334.161133,2996.081467
136.79,-58.053133,1575.876667,3339.161133,2798.081467
136.80,-52.053133,1588.876667,3347.161133,2602.081467
136.81,-41.053133,1596.876667,3348.161133,2405.081467
136.82,-30.053133,1602.876667,3341.161133,2221.081467
136.83,-27.053133,1604.876667,3357.161133,2052.081467
136.84,-23.053133,1604.876667,3358.161133,1892.081467
136.85,-25.053133,1606.876667,3362.161133,1757.081467
136.86,-18.053133,1613.876667,3378.161133,1637.081467
136.87,-19.053133,1617.876667,3375.161133,1531.081467
136.88,-12.053133,1619.876667,3379.161133,1433.081467
136.89,-13.053133,1623.876667,3380.161133,1346.081467
136.90,-8.053133,1625.876667,3385.161133,1269.081467
136.91,-11.053133,1624.876667,3384.161133,1187.081467
136.92,-5.053133,1624.876667,3381.161133,1109.081467
136.93,-2.053133,1621.876667,3390.161133,1037.081467
136.94,-5.053133,1617.876667,3394.161133,970.081467
136.95,-1.053133,1614.876667,3398.161133,914.081467
136.96,-0.053133,1608.876667,3395.161133,870.081467
136.97,3.946867,1607.876667,3402.161133,831.081467
136.98,0.946867,1603.876667,3411.161133,801.081467
136.99,-4.053133,1600.876667,3404.161133,777.081467
137.00,0.946867,1598.876667,3406.161133,759.081467
137.01,-7.053133,1598.876667,3405.161133,746.081467
137.02,4.946867,1600.876667,3392.161133,729.081467
137.03,0.946867,1591.876667,3382.161133,717.081467
137.04,2.946867,1591.876667,3378.161133,714.081467
137.05,6.946867,1589.876667,3378.161133,714.081467
137.06,10.946867,1585.876667,3359.161133,714.081467
137.07,10.946867,1580.876667,3334.161133,721.081467
137.08,15.946867,1575.876667,3313.161133,729.081467
137.09,19.946867,1562.876667,3301.161133,744.081467
137.10,21.946867,1554.876667,3270.161133,757.081467
137.11,19.946867,1545.876667,3254.161133,778.081467
137.12,23.946867,1538.876667,3247.161133,815.081467
137.13,28.946867,1531.876667,3228.161133,849.081467
137.14,37.946867,1525.876667,3217.161133,890.081467
137.15,40.946867,1533.876667,3186.161133,930.081467
137.16,41.946867,1534.876667,3164.161133,959.081467
137.17,49.946867,1541.876667,3137.161133,986.081467
137.18,54.946867,1551.876667,3112.161133,1021.081467
137.19,66.946867,1546.876667,3091.161133,1066.081467
137.20,70.946867,1543.876667,3053.161133,1116.081467
137.21,82.946867,1545.876667,3045.161133,1172.081467
137.22,92.946867,1539.876667,3024.161133,1221.081467
137.23,102.946867,1535.876667,3002.161133,1262.081467
137.24,105.946867,1543.876667,2979.161133,1300.081467
137.25,108.946867,1550.876667,2946.161133,1323.081467
137.26,115.946867,1548.876667,2923.161133,1344.081467
137.27,123.946867,1556.876667,2902.161133,1372.081467
137.28,131.946867,1560.876667,2871.161133,1402.081467
137.29,137.946867,1575.876667,2846.161133,1438.081467
137.30,147.946867,1583.876667,2825.161133,1486.081467
137.31,150.946867,1596.876667,2797.161133,1543.081467
137.32,156.946867,1611.876667,2773.161133,1610.081467
137.33,155.946867,1629.876667,2750.161133,1688.081467
137.34,169.946867,1636.876667,2740.161133,1765.081467
137.35,165.946867,1644.876667,2713.161133,1843.081467
137.36,174.946867,1644.876667,2689.161133,1925.081467
137.37,178.946867,1651.876667,2671.161133,2001.081467
137.38,189.946867,1658.876667,2647.161133,2069.081467
137.39,195.946867,1669.876667,2624.161133,2139.081467
137.40,197.946867,1671.876667,2614.161133,2210.081467
137.41,202.946867,1693.876667,2603.161133,2270.081467
137.42,210.946867,1693.876667,2590.161133,2333.081467
137.43,210.946867,1712.876667,2592.161133,2391.081467
137.44,208.946867,1716.876667,2595.161133,2448.081467
137.45,214.946867,1723.876667,2594.161133,2493.081467
137.46,218.946867,1726.876667,2603.161133,2524.081467
137.47,215.946867,1723.876667,2611.161133,2542.081467
137.48,218.946867,1720.876667,2608.161133,2552.081467
137.49,217.946867,1721.876667,2609.161133,2551.081467
137.50,222.946867,1718.876667,2613.161133,2546.081467
137.51,225.946867,1714.876667,2620.161133,2538.081467
137.52,222.946867,1712.876667,2629.161133,2532.081467
137.53,217.946867,1714.876667,2642.161133,2530.081467
137.54,223.946867,1716.876667,2656.161133,2523.081467
137.55,218.946867,1711.876667,2666.161133,2506.081467
137.56,218.946867,1715.876667,2683.161133,2479.081467
137.57,216.946867,1701.876667,2695.161133,2438.081467
137.58,212.946867,1705.876667,2705.161133,2391.081467
137.59,209.946867,1707.876667,2723.161133,2329.081467
137.60,209.946867,1701.876667,2744.161133,2256.081467
137.61,203.946867,1697.876667,2761.161133,2184.081467
137.62,198.946867,1689.876667,2794.161133,2105.081467
137.63,192.946867,1693.876667,2815.161133,2015.081467
137.64,193.946867,1681.876667,2836.161133,1914.081467
137.65,189.946867,1678.876667,2849.161133,1814.081467
137.66,181.946867,1673.876667,2848.161133,1714.081467
137.67,187.946867,1675.876667,2853.161133,1621.081467
137.68,185.946867,1676.876667,2846.161133,1525.081467
137.69,183.946867,1676.876667,2849.161133,1442.081467
137.70,185.946867,1677.876667,2831.161133,1366.081467
137.71,177.946867,1681.876667,2838.161133,1290.081467
137.72,179.946867,1680.876667,2842.161133,1213.081467
137.73,177.946867,1667.876667,2846.161133,1142.081467
137.74,170.946867,1661.876667,2848.161133,1077.081467
137.75,167.946867,1670.876667,2860.161133,1008.081467
137.76,162.946867,1671.876667,2858.161133,957.081467
137.77,160.946867,1676.876667,2859.161133,917.081467
137.78,154.946867,1685.876667,2860.161133,901.081467
137.79,155.946867,1698.876667,2858.161133,899.081467
137.80,152.946867,1711.876667,2862.161133,909.081467
137.81,157.946867,1710.876667,2857.161133,916.081467
137.82,150.946867,1725.876667,2852.161133,925.081467
137.83,158.946867,1736.876667,2848.161133,936.081467
137.84,150.946867,1754.876667,2837.161133,958.081467
137.85,153.946867,1770.876667,2835.161133,984.081467
137.86,155.946867,1781.876667,2830.161133,1026.081467
137.87,148.946867,1803.876667,2834.161133,1075.081467
137.88,146.946867,1808.876667,2843.161133,1127.081467
137.89,152.946867,1821.876667,2841.161133,1177.081467
137.90,149.946867,1826.876667,2840.161133,1228.081467
137.91,153.946867,1830.876667,2833.161133,1283.081467
137.92,153.946867,1843.876667,2823.161133,1338.081467
137.93,151.946867,1849.876667,2820.161133,1389.081467
137.94,155.946867,1864.876667,2813.161133,1439.081467
137.95,155.946867,1875.876667,2817.161133,1488.081467
137.96,161.946867,1890.876667,2809.161133,1531.081467
137.97,165.946867,1896.876667,2805.161133,1564.081467
137.98,167.946867,1908.876667,2811.161133,1583.081467
137.99,174.946867,1914.876667,2809.161133,1589.081467
138.00,181.946867,1923.876667,2807.161133,1578.081467
138.01,182.946867,1927.876667,2819.161133,1566.081467
138.02,188.946867,1933.876667,2832.161133,1551.081467
138.03,198.946867,1932.876667,2856.161133,1537.081467
138.04,200.946867,1937.876667,2876.161133,1520.081467
138.05,203.946867,1946.876667,2892.161133,1500.081467
138.06,209.946867,1939.876667,2906.161133,1475.081467
138.07,213.946867,1941.876667,2916.161133,1439.081467
138.08,221.946867,1931.876667,2937.161133,1399.081467
138.09,226.946867,1931.876667,2956.161133,1352.081467
138.10,235.946867,1925.876667,2977.161133,1293.081467
138.11,246.946867,1918.876667,2993.161133,1216.081467
138.12,245.946867,1910.876667,3018.161133,1127.081467
138.13,253.946867,1895.876667,3051.161133,1027.081467
138.14,256.946867,1878.876667,3072.161133,914.081467
138.15,266.946867,1852.876667,3103.161133,792.081467
138.16,276.946867,1828.876667,3139.161133,676.081467
138.17,288.946867,1791.876667,3168.161133,562.081467
138.18,289.946867,1762.876667,3201.161133,444.081467
138.19,295.946867,1728.876667,3244.161133,326.081467
138.20,305.946867,1699.876667,3270.161133,205.081467
138.21,306.946867,1674.876667,3286.161133,86.081467
138.22,312.946867,1652.876667,3302.161133,-41.918533
138.23,319.946867,1631.876667,3317.161133,-169.918533
138.24,325.946867,1612.876667,3336.161133,-292.918533
138.25,333.946867,1598.876667,3355.161133,-414.918533
138.26,339.946867,1573.876667,3373.161133,-541.918533
138.27,339.946867,1555.876667,3395.161133,-658.918533
138.28,343.946867,1547.876667,3428.161133,-768.918533
138.29,347.946867,1524.876667,3450.161133,-873.918533
138.30,342.946867,1502.876667,3475.161133,-959.918533
138.31,347.946867,1482.876667,3510.161133,-1038.918533
138.32,343.946867,1471.876667,3525.161133,-1119.918533
138.33,344.946867,1453.876667,3551.161133,-1203.918533
138.34,340.946867,1435.876667,3570.161133,-1279.918533
138.35,336.946867,1423.876667,3580.161133,-1352.918533
138.36,333.946867,1411.876667,3605.161133,-1414.918533
138.37,326.946867,1400.876667,3625.161133,-1463.918533
138.38,315.946867,1380.876667,3635.161133,-1503.918533
138.39,314.946867,1366.876667,3655.161133,-1541.918533
138.40,299.946867,1348.876667,3671.161133,-1581.918533
138.41,295.946867,1326.876667,3688.161133,-1620.918533
138.42,281.946867,1316.876667,3693.161133,-1657.918533
138.43,266.946867,1306.876667,3701.161133,-1698.918533
138.44,258.946867,1294.876667,3697.161133,-1733.918533
138.45,247.946867,1289.876667,3696.161133,-1753.918533
138.46,225.946867,1280.876667,3707.161133,-1751.918533
138.47,207.946867,1275.876667,3710.161133,-1729.918533
138.48,190.946867,1266.876667,3715.161133,-1679.918533
138.49,174.946867,1265.876667,3718.161133,-1608.918533
138.50,159.946867,1261.876667,3722.161133,-1532.918533
138.51,146.946867,1259.876667,3738.161133,-1460.918533
138.52,122.946867,1253.876667,3756.161133,-1383.918533
138.53,100.946867,1242.876667,3764.161133,-1311.918533
138.54,80.946867,1237.876667,3784.161133,-1244.918533
138.55,69.946867,1219.876667,3799.161133,-1164.918533
138.56,42.946867,1211.876667,3806.161133,-1072.918533
138.57,31.946867,1210.876667,3820.161133,-980.918533
138.58,9.946867,1200.876667,3838.161133,-879.918533
138.59,-5.053133,1198.876667,3845.161133,-770.918533
138.60,-28.053133,1194.876667,3850.161133,-661.918533
138.61,-43.053133,1200.876667,3860.161133,-545.918533
138.62,-60.053133,1195.876667,3866.161133,-431.918533
138.63,-77.053133,1192.876667,3861.161133,-317.918533
138.64,-93.053133,1190.876667,3862.161133,-203.918533
138.65,-114.053133,1177.876667,3857.161133,-89.918533
138.66,-128.053133,1168.876667,3856.161133,27.081467
138.67,-143.053133,1153.876667,3857.161133,146.081467
138.68,-160.053133,1135.876667,3853.161133,259.081467
138.69,-177.053133,1127.876667,3838.161133,369.081467
138.70,-189.053133,1109.876667,3828.161133,491.081467
138.71,-196.053133,1104.876667,3808.161133,616.081467
138.72,-213.053133,1098.876667,3809.161133,753.081467
138.73,-219.053133,1085.876667,3796.161133,900.081467
138.74,-233.053133,1079.876667,3785.161133,1052.081467
138.75,-239.053133,1078.876667,3775.161133,1201.081467
138.76,-246.053133,1067.876667,3751.161133,1351.081467
138.77,-256.053133,1068.876667,3740.161133,1494.081467
138.78,-255.053133,1079.876667,3722.161133,1636.081467
138.79,-266.053133,1077.876667,3700.161133,1770.081467
138.80,-268.053133,1076.876667,3689.161133,1903.081467
138.81,-267.053133,1079.876667,3683.161133,2028.081467
138.82,-278.053133,1078.876667,3678.161133,2141.081467
138.83,-280.053133,1076.876667,3678.161133,2248.081467
138.84,-278.053133,1077.876667,3664.161133,2341.081467
138.85,-273.053133,1088.876667,3648.161133,2436.081467
138.86,-277.053133,1091.876667,3633.161133,2531.081467
138.87,-274.053133,1093.876667,3593.161133,2617.081467
138.88,-266.053133,1112.876667,3569.161133,2695.081467
138.89,-263.053133,1116.876667,3547.161133,2762.081467
138.90,-263.053133,1129.876667,3521.161133,2814.081467
138.91,-253.053133,1139.876667,3494.161133,2851.081467
138.92,-248.053133,1142.876667,3477.161133,2879.081467
138.93,-234.053133,1151.876667,3457.161133,2905.081467
138.94,-236.053133,1154.876667,3452.161133,2922.081467
138.95,-220.053133,1161.876667,3427.161133,2928.081467
138.96,-213.053133,1152.876667,3401.161133,2931.081467
138.97,-207.053133,1152.876667,3383.161133,2939.081467
138.98,-191.053133,1148.876667,3368.161133,2942.081467
138.99,-179.053133,1146.876667,3327.161133,2933.081467
139.00,-168.053133,1142.876667,3297.161133,2924.081467
139.01,-156.053133,1134.876667,3280.161133,2916.081467
139.02,-142.053133,1128.876667,3235.161133,2901.081467
139.03,-134.053133,1124.876667,3210.161133,2900.081467
139.04,-121.053133,1128.876667,3191.161133,2900.081467
139.05,-113.053133,1124.876667,3171.161133,2904.081467
139.06,-104.053133,1127.876667,3152.161133,2908.081467
139.07,-89.053133,1121.876667,3133.161133,2916.081467
139.08,-71.053133,1128.876667,3131.161133,2929.081467
139.09,-64.053133,1129.876667,3117.161133,2945.081467
139.10,-54.053133,1133.876667,3102.161133,2957.081467
139.11,-51.053133,1127.876667,3097.161133,2967.081467
139.12,-34.053133,1124.876667,3077.161133,2976.081467
139.13,-26.053133,1119.876667,3064.161133,2989.081467
139.14,-11.053133,1112.876667,3056.161133,3000.081467
139.15,-0.053133,1114.876667,3040.161133,3009.081467
139.16,4.946867,1106.876667,3030.161133,3018.081467
139.17,14.946867,1110.876667,3028.161133,3021.081467
139.18,22.946867,1112.876667,3006.161133,3018.081467
139.19,29.946867,1118.876667,2992.161133,3021.081467
139.20,33.946867,1129.876667,2979.161133,3024.081467
139.21,42.946867,1134.876667,2972.161133,3026.081467
139.22,46.946867,1141.876667,2969.161133,3037.081467
139.23,46.946867,1145.876667,2964.161133,3053.081467
139.24,53.946867,1155.876667,2960.161133,3075.081467
139.25,59.946867,1165.876667,2943.161133,3097.081467
139.26,66.946867,1175.876667,2933.161133,3128.081467
139.27,69.946867,1186.876667,2929.161133,3157.081467
139.28,75.946867,1190.876667,2918.161133,3181.081467
139.29,84.946867,1198.876667,2911.161133,3205.081467
139.30,81.946867,1208.876667,2913.161133,3217.081467
139.31,89.946867,1210.876667,2910.161133,3221.081467
139.32,83.946867,1210.876667,2904.161133,3214.081467
139.33,82.946867,1214.876667,2898.161133,3201.081467
139.34,87.946867,1216.876667,2899.161133,3176.081467
139.35,86.946867,1217.876667,2892.161133,3152.081467
139.36,85.946867,1216.876667,2883.161133,3115.081467
139.37,83.946867,1218.876667,2872.161133,3069.081467
139.38,85.946867,1224.876667,2849.161133,3016.081467
139.39,86.946867,1235.876667,2834.161133,2964.081467
139.40,84.946867,1235.876667,2819.161133,2904.081467
139.41,91.946867,1254.876667,2808.161133,2841.081467
139.42,82.946867,1265.876667,2799.161133,2749.081467
139.43,76.946867,1275.876667,2790.161133,2643.081467
139.44,74.946867,1279.876667,2793.161133,2527.081467
139.45,76.946867,1293.876667,2800.161133,2395.081467
139.46,70.946867,1306.876667,2801.161133,2254.081467
139.47,67.946867,1320.876667,2800.161133,2102.081467
139.48,68.946867,1331.876667,2806.161133,1949.081467
139.49,66.946867,1344.876667,2807.161133,1793.081467
139.50,60.946867,1346.876667,2817.161133,1632.081467
139.51,59.946867,1361.876667,2809.161133,1465.081467
139.52,54.946867,1369.876667,2816.161133,1297.081467
139.53,47.946867,1383.876667,2825.161133,1130.081467
139.54,49.946867,1402.876667,2817.161133,962.081467
139.55,42.946867,1407.876667,2833.161133,801.081467
139.56,39.946867,1431.876667,2826.161133,649.081467
139.57,34.946867,1448.876667,2838.161133,498.081467
139.58,33.946867,1465.876667,2846.161133,342.081467
139.59,25.946867,1492.876667,2863.161133,196.081467
139.60,24.946867,1510.876667,2875.161133,54.081467
139.61,21.946867,1536.876667,2885.161133,-85.918533
139.62,11.946867,1563.876667,2897.161133,-222.918533
139.63,8.946867,1589.876667,2908.161133,-355.918533
139.64,3.946867,1615.876667,2917.161133,-486.918533
139.65,1.946867,1640.876667,2917.161133,-612.918533
139.66,-9.053133,1661.876667,2926.161133,-722.918533
139.67,-10.053133,1684.876667,2929.161133,-824.918533
139.68,-19.053133,1704.876667,2934.161133,-922.918533
139.69,-19.053133,1720.876667,2940.161133,-1027.918533
139.70,-24.053133,1751.876667,2951.161133,-1135.918533
139.71,-31.053133,1763.876667,2966.161133,-1254.918533
139.72,-34.053133,1784.876667,2972.161133,-1380.918533
139.73,-39.053133,1801.876667,2982.161133,-1500.918533
139.74,-44.053133,1811.876667,2997.161133,-1608.918533
139.75,-49.053133,1827.876667,3003.161133,-1706.918533
139.76,-51.053133,1836.876667,2999.161133,-1808.918533
139.77,-54.053133,1850.876667,3013.161133,-1903.918533
139.78,-56.053133,1853.876667,3028.161133,-1997.918533
139.79,-52.053133,1865.876667,3043.161133,-2088.918533
139.80,-53.053133,1864.876667,3061.161133,-2178.918533
139.81,-53.053133,1875.876667,3066.161133,-2272.918533
139.82,-50.053133,1879.876667,3075.161133,-2364.918533
139.83,-53.053133,1887.876667,3070.161133,-2454.918533
139.84,-51.053133,1895.876667,3074.161133,-2534.918533
139.85,-44.053133,1897.876667,3067.161133,-2610.918533
139.86,-45.053133,1906.876667,3068.161133,-2673.918533
139.87,-37.053133,1916.876667,3057.161133,-2724.918533
139.88,-36.053133,1924.876667,3066.161133,-2766.918533
139.89,-28.053133,1934.876667,3061.161133,-2802.918533
139.90,-28.053133,1941.876667,3060.161133,-2824.918533
139.91,-23.053133,1957.876667,3065.161133,-2836.918533
139.92,-25.053133,1969.876667,3074.161133,-2838.918533
139.93,-23.053133,1984.876667,3081.161133,-2842.918533
139.94,-19.053133,1990.876667,3090.161133,-2845.918533
139.95,-12.053133,2000.876667,3106.161133,-2831.918533
139.96,-7.053133,2013.876667,3123.161133,-2809.918533
139.97,-8.053133,2016.876667,3133.161133,-2774.918533
139.98,-2.053133,2027.876667,3142.161133,-2726.918533
139.99,-0.053133,2033.876667,3149.161133,-2665.918533
140.00,1.946867,2034.876667,3153.161133,-2609.918533
140.01,6.946867,2036.876667,3162.161133,-2549.918533
140.02,19.946867,2044.876667,3167.161133,-2474.918533
140.03,18.946867,2051.876667,3181.161133,-2396.918533
140.04,28.946867,2058.876667,3184.161133,-2309.918533
140.05,30.946867,2067.876667,3195.161133,-2212.918533
140.06,37.946867,2079.876667,3219.161133,-2114.918533
140.07,51.946867,2087.876667,3224.161133,-2020.918533
140.08,57.946867,2097.876667,3229.161133,-1929.918533
140.09,62.946867,2108.876667,3242.161133,-1833.918533
140.10,73.946867,2124.876667,3257.161133,-1727.918533
140.11,68.946867,2129.876667,3275.161133,-1617.918533
140.12,77.946867,2140.876667,3279.161133,-1498.918533
140.13,83.946867,2143.876667,3283.161133,-1373.918533
140.14,81.946867,2162.876667,3296.161133,-1244.918533
140.15,86.946867,2165.876667,3283.161133,-1117.918533
140.16,101.946867,2172.876667,3282.161133,-982.918533
140.17,109.946867,2191.876667,3271.161133,-845.918533
140.18,114.946867,2202.876667,3274.161133,-703.918533
140.19,119.946867,2214.876667,3267.161133,-555.918533
140.20,124.946867,2221.876667,3268.161133,-404.918533
140.21,134.946867,2235.876667,3278.161133,-252.918533
140.22,133.946867,2238.876667,3291.161133,-117.918533
140.23,132.946867,2237.876667,3299.161133,8.081467
140.24,137.946867,2232.876667,3312.161133,122.081467
140.25,140.946867,2229.876667,3324.161133,222.081467
140.26,143.946867,2214.876667,3325.161133,321.081467
140.27,150.946867,2202.876667,3341.161133,426.081467
140.28,145.946867,2192.876667,3359.161133,532.081467
140.29,151.946867,2168.876667,3366.161133,639.081467
140.30,148.946867,2165.876667,3382.161133,748.081467
140.31,149.946867,2148.876667,3397.161133,860.081467
140.32,150.946867,2136.876667,3419.161133,957.081467
140.33,145.946867,2119.876667,3421.161133,1048.081467
140.34,151.946867,2104.876667,3417.161133,1133.081467
140.35,141.946867,2098.876667,3441.161133,1216.081467
140.36,139.946867,2080.876667,3440.161133,1291.081467
140.37,133.946867,2077.876667,3455.161133,1369.081467
140.38,128.946867,2061.876667,3473.161133,1445.081467
140.39,117.946867,2037.876667,3486.161133,1523.081467
140.40,107.946867,2020.876667,3514.161133,1595.081467
140.41,96.946867,1988.876667,3519.161133,1666.081467
140.42,91.946867,1956.876667,3535.161133,1730.081467
140.43,83.946867,1930.876667,3573.161133,1794.081467
140.44,68.946867,1902.876667,3594.161133,1846.081467
140.45,54.946867,1871.876667,3605.161133,1893.081467
140.46,42.946867,1844.876667,3627.161133,1946.081467
140.47,26.946867,1828.876667,3639.161133,2004.081467
140.48,19.946867,1804.876667,3652.161133,2060.081467
140.49,4.946867,1779.876667,3641.161133,2118.081467
140.50,-6.053133,1756.876667,3635.161133,2173.081467
140.51,-16.053133,1741.876667,3632.161133,2234.081467
140.52,-31.053133,1718.876667,3634.161133,2294.081467
140.53,-34.053133,1693.876667,3631.161133,2359.081467
140.54,-49.053133,1678.876667,3630.161133,2433.081467
140.55,-64.053133,1654.876667,3635.161133,2509.081467
140.56,-81.053133,1626.876667,3636.161133,2595.081467
140.57,-88.053133,1596.876667,3649.161133,2690.081467
140.58,-102.053133,1566.876667,3654.161133,2793.081467
140.59,-108.053133,1532.876667,3652.161133,2894.081467
140.60,-116.053133,1497.876667,3644.161133,2994.081467
140.61,-123.053133,1467.876667,3646.161133,3100.081467
140.62,-127.053133,1433.876667,3628.161133,3201.081467
140.63,-137.053133,1397.876667,3616.161133,3297.081467
140.64,-146.053133,1361.876667,3618.161133,3394.081467
140.65,-150.053133,1326.876667,3610.161133,3496.081467
140.66,-159.053133,1293.876667,3600.161133,3595.081467
140.67,-161.053133,1257.876667,3585.161133,3695.081467
140.68,-177.053133,1233.876667,3565.161133,3792.081467
140.69,-181.053133,1206.876667,3549.161133,3890.081467
140.70,-186.053133,1183.876667,3516.161133,3976.081467
140.71,-185.053133,1164.876667,3494.161133,4053.081467
140.72,-188.053133,1146.876667,3472.161133,4121.081467
140.73,-190.053133,1124.876667,3447.161133,4181.081467
140.74,-197.053133,1102.876667,3410.161133,4251.081467
140.75,-197.053133,1086.876667,3379.161133,4334.081467
140.76,-199.053133,1072.876667,3334.161133,4423.081467
140.77,-203.053133,1068.876667,3300.161133,4514.081467
140.78,-197.053133,1069.876667,3250.161133,4610.081467
140.79,-203.053133,1067.876667,3212.161133,4701.081467
140.80,-203.053133,1068.876667,3170.161133,4788.081467
140.81,-200.053133,1070.876667,3131.161133,4865.081467
140.82,-201.053133,1066.876667,3097.161133,4938.081467
140.83,-199.053133,1078.876667,3049.161133,5014.081467
140.84,-198.053133,1080.876667,3006.161133,5087.081467
140.85,-188.053133,1095.876667,2983.161133,5165.081467
140.86,-187.053133,1121.876667,2941.161133,5228.081467
140.87,-185.053133,1135.876667,2915.161133,5289.081467
140.88,-180.053133,1160.876667,2885.161133,5340.081467
140.89,-173.053133,1179.876667,2851.161133,5383.081467
140.90,-169.053133,1199.876667,2816.161133,5415.081467
140.91,-165.053133,1212.876667,2781.161133,5444.081467
140.92,-156.053133,1226.876667,2754.161133,5475.081467
140.93,-146.053133,1246.876667,2722.161133,5507.081467
140.94,-141.053133,1252.876667,2702.161133,5539.081467
140.95,-140.053133,1265.876667,2685.161133,5571.081467
140.96,-128.053133,1272.876667,2675.161133,5608.081467
140.97,-129.053133,1286.876667,2655.161133,5643.081467
140.98,-122.053133,1298.876667,2645.161133,5671.081467
140.99,-115.053133,1301.876667,2626.161133,5697.081467
141.00,-109.053133,1307.876667,2606.161133,5726.081467
141.01,-102.053133,1316.876667,2583.161133,5754.081467
141.02,-93.053133,1331.876667,2568.161133,5775.081467
141.03,-83.053133,1330.876667,2552.161133,5797.081467
141.04,-74.053133,1342.876667,2540.161133,5814.081467
141.05,-67.053133,1348.876667,2523.161133,5818.081467
141.06,-52.053133,1353.876667,2526.161133,5817.081467
141.07,-38.053133,1357.876667,2500.161133,5816.081467
141.08,-37.053133,1352.876667,2489.161133,5817.081467
141.09,-28.053133,1349.876667,2481.161133,5816.081467
141.10,-22.053133,1353.876667,2466.161133,5806.081467
141.11,-22.053133,1350.876667,2478.161133,5799.081467
141.12,-14.053133,1356.876667,2481.161133,5786.081467
141.13,-2.053133,1359.876667,2472.161133,5766.081467
141.14,-2.053133,1366.876667,2463.161133,5743.081467
141.15,8.946867,1374.876667,2475.161133,5724.081467
141.16,9.946867,1376.876667,2479.161133,5707.081467
141.17,9.946867,1380.876667,2480.161133,5701.081467
141.18,18.946867,1386.876667,2476.161133,5701.081467
141.19,16.946867,1396.876667,2487.161133,5701.081467
141.20,18.946867,1389.876667,2494.161133,5700.081467
141.21,25.946867,1395.876667,2495.161133,5700.081467
141.22,21.946867,1401.876667,2505.161133,5699.081467
141.23,27.946867,1399.876667,2519.161133,5693.081467
141.24,31.946867,1400.876667,2541.161133,5681.081467
141.25,26.946867,1397.876667,2566.161133,5663.081467
141.26,25.946867,1386.876667,2583.161133,5641.081467
141.27,26.946867,1379.876667,2602.161133,5617.081467
141.28,28.946867,1372.876667,2619.161133,5589.081467
141.29,28.946867,1367.876667,2647.161133,5562.081467
141.30,28.946867,1364.876667,2666.161133,5522.081467
141.31,24.946867,1353.876667,2687.161133,5475.081467
141.32,25.946867,1346.876667,2713.161133,5423.081467
141.33,23.946867,1334.876667,2736.161133,5366.081467
141.34,22.946867,1326.876667,2768.161133,5312.081467
141.35,19.946867,1314.876667,2790.161133,5245.081467
141.36,16.946867,1298.876667,2807.161133,5175.081467
141.37,21.946867,1281.876667,2821.161133,5094.081467
141.38,17.946867,1258.876667,2841.161133,5005.081467
141.39,11.946867,1234.876667,2856.161133,4909.081467
141.40,16.946867,1202.876667,2864.161133,4816.081467
141.41,10.946867,1175.876667,2873.161133,4721.081467
141.42,12.946867,1156.876667,2885.161133,4621.081467
141.43,8.946867,1131.876667,2906.161133,4513.081467
141.44,6.946867,1111.876667,2914.161133,4406.081467
141.45,3.946867,1089.876667,2931.161133,4301.081467
