time_s,Z,N,E,H
32.74,0.1527,0.0677,0.1056,-0.3016
32.76,0.1224,-0.0352,0.285,-0.075
32.78,-0.0665,0.1418,0.0043,-0.0153
32.8,-0.2523,0.1011,0.0483,0.0261
32.82,0.2343,-0.1764,0.0133,0.1132
32.84,0.0251,0.1437,0.0989,0.3139
32.86,0.0691,0.098,0.0109,-0.0616
32.88,0.3379,0.1289,-0.0439,0.325
32.9,-0.2527,0.1491,-0.1423,-0.4299
32.92,-0.2067,0.1854,-0.1069,0.1427
32.94,0.0085,0.1444,-0.063,-0.2922
32.96,-0.0049,-0.0958,0.0155,-0.1015
32.98,0.036,0.1668,-0.0363,0.0445
33.0,-0.0601,-0.0705,-0.2303,0.2614
33.02,0.1993,0.1435,-0.0362,0.2482
33.04,-0.0874,0.0246,-0.0566,0.0854
33.06,-0.0109,-0.0643,0.0756,-0.1541
33.08,-0.0455,-0.1386,-0.006,0.0042
33.1,0.0049,0.0138,-0.1505,-0.2321
33.12,-0.0461,0.0757,-0.1664,0.2763
33.14,-0.1199,-0.1291,0.1292,0.1872
33.16,0.0335,0.2028,-0.3911,0.1624
33.18,0.2499,0.134,-0.0089,-0.2003
33.2,-0.2705,-0.1645,0.0837,-0.112
33.22,-0.2102,0.1124,-0.0248,0.0872
33.24,-0.0535,-0.105,0.1433,0.1851
33.26,0.1666,0.0905,0.1012,0.1315
33.28,-0.1061,-0.0537,-0.0038,0.1416
33.3,0.1281,-0.1385,-0.0501,-0.1104
33.32,-0.2037,-0.086,-0.0222,-0.0065
33.34,0.3131,0.0016,0.0855,-0.111
33.36,-0.0695,-0.1655,0.007,-0.3147
33.38,0.0922,0.0862,-0.0285,0.0074
33.4,0.0723,-0.0512,-0.0437,-0.2304
33.42,-0.1894,0.2133,0.0712,0.2595
33.44,-0.0926,0.0191,-0.0659,0.0509
33.46,-0.0341,-0.0619,0.107,0.0068
33.48,0.1017,0.087,-0.1285,-0.1232
33.5,0.0445,0.0936,0.0292,0.3174
33.52,0.3216,0.201,0.0613,-0.0894
33.54,-0.1586,-0.0379,-0.0,-0.2113
33.56,0.0881,-0.1113,0.0492,0.1902
33.58,-0.0747,0.0303,0.0603,0.0056
33.6,-0.0235,-0.0757,-0.1091,-0.1481
33.62,-0.0303,0.1166,-0.0159,0.2881
33.64,-0.0844,-0.0091,-0.0433,0.1093
33.66,-0.1201,0.1139,0.106,-0.0691
33.68,-0.0983,0.0165,-0.0272,-0.0682
33.7,0.0065,-0.0013,0.0809,0.0022
33.72,-0.008,-0.0511,-0.0936,-0.391
33.74,0.1248,0.1661,-0.0103,0.0539
33.76,-0.0011,0.0301,0.0791,-0.0529
33.78,0.158,-0.0892,0.1083,0.0534
33.8,-0.0459,0.2983,0.064,0.1265
33.82,-0.1259,0.0608,-0.0607,-0.0068
33.84,0.2564,0.0519,0.2276,-0.0797
33.86,-0.0602,-0.0299,0.0702,0.224
33.88,-0.205,0.0566,-0.1088,0.4423
33.9,0.0931,0.005,-0.1474,-0.2311
33.92,-0.0309,0.1957,-0.0075,-0.2377
33.94,-0.1568,-0.1258,-0.1276,-0.1921
33.96,-0.1188,-0.0586,0.0131,-0.244
33.98,-0.0875,0.0591,0.0658,-0.3685
34.0,-0.2467,0.0025,0.1258,-0.177
34.02,-0.1718,0.0799,-0.0012,0.1845
34.04,-0.0123,0.1275,0.0508,0.199
34.06,-0.0159,0.1403,0.0324,0.4422
34.08,0.0865,-0.0617,-0.0741,0.2725
34.1,-0.1204,-0.0982,-0.2958,-0.128
34.12,-0.0554,0.1312,0.198,-0.1534
34.14,-0.1288,-0.118,0.1024,0.0668
34.16,0.2725,0.0796,0.0991,0.1273
34.18,0.0444,-0.0118,0.1459,-0.1715
34.2,0.0322,0.236,0.2632,-0.0816
34.22,-0.2671,0.0038,0.0794,-0.1856
34.24,-0.252,-0.0932,-0.0327,-0.0616
34.26,0.321,0.1538,-0.18,-0.2369
34.28,-0.1063,-0.024,0.0765,0.1943
34.3,0.1252,-0.0055,0.1448,-0.1086
34.32,-0.0236,0.0199,0.0372,0.0704
34.34,0.1178,0.0591,-0.3306,0.001
34.36,-0.0679,-0.0553,0.0865,-0.2249
34.38,-0.0846,0.1175,0.0346,0.1352
34.4,-0.1546,0.0117,0.0765,-0.1874
34.42,-0.0476,0.0122,0.1303,0.2634
34.44,0.0482,-0.1447,-0.1248,-0.1673
34.46,0.0056,0.0464,-0.0043,-0.0193
34.48,0.11,-0.0884,0.1279,-0.0912
34.5,0.0086,0.1155,0.0834,-0.1209
34.52,0.2827,0.0816,-0.1671,-0.09
34.54,-0.1799,0.0033,0.0183,0.0591
34.56,-0.2192,0.0654,0.0689,-0.1544
34.58,-0.0192,-0.2271,0.1648,0.1193
34.6,0.0468,-0.0737,-0.0905,-0.0162
34.62,-0.0136,0.2342,-0.0848,-0.06
34.64,0.09,0.1444,-0.0283,0.0348
34.66,-0.0734,0.0114,-0.1009,-0.0529
34.68,-0.2202,-0.0467,0.0562,0.3378
34.7,0.0348,-0.0475,-0.1412,-0.0695
34.72,-0.216,-0.1258,0.0724,0.0647
34.74,0.0052,-0.0935,-0.0071,0.2853
34.76,-0.0924,-0.2128,-0.0755,-0.0083
34.78,-0.1396,-0.1103,-0.1415,0.163
34.8,0.0753,-0.0576,-0.1919,-0.0469
34.82,-0.1318,-0.0271,-0.0598,-0.0047
34.84,-0.0752,-0.0222,-0.1262,0.2999
34.86,0.0036,0.0675,0.0267,-0.2739
34.88,0.2312,-0.0657,0.1257,-0.0444
34.9,0.0055,-0.0585,-0.1358,-0.1721
34.92,-0.0451,0.179,0.3288,-0.4409
34.94,-0.1628,0.0908,0.1305,0.2558
34.96,-0.2396,-0.0177,-0.0909,-0.0176
34.98,0.0251,0.1677,0.27,0.1279
35.0,0.0346,0.1642,0.0645,0.1969
35.02,0.0032,-0.2027,0.1663,0.1579
35.04,-0.16,-0.1339,0.2435,-0.0626
35.06,-0.0466,0.1542,0.0616,-0.0155
35.08,-0.2245,-0.009,0.0122,0.0102
35.1,-0.2707,-0.204,-0.0789,0.1111
35.12,-0.2805,-0.0168,0.0932,0.0143
35.14,0.0731,-0.2149,-0.0327,-0.0342
35.16,-0.0565,0.0093,-0.0823,-0.1473
35.18,0.0271,0.1874,0.1034,0.0242
35.2,0.0093,0.0764,-0.0065,-0.0137
35.22,-0.1877,-0.0705,0.0442,-0.2182
35.24,0.1642,0.2152,0.0649,-0.159
35.26,-0.0581,0.1267,0.065,0.1528
35.28,0.0853,0.0513,0.2519,-0.1471
35.3,0.0931,0.1927,-0.0196,0.0667
35.32,-0.2148,-0.0441,-0.0426,-0.0779
35.34,-0.1368,0.0245,-0.0157,0.1824
35.36,-0.0138,-0.031,-0.0948,0.3618
35.38,0.0087,0.0048,-0.0533,0.0248
35.4,-0.2276,0.0081,-0.0414,-0.119
35.42,0.0597,0.0903,0.1552,0.1299
35.44,-0.3083,-0.3015,-0.1113,-0.4099
35.46,0.3399,0.0802,0.1434,0.1427
35.48,-0.1818,-0.1216,-0.0859,0.1645
35.5,-0.0676,-0.4388,0.0512,-0.0206
35.52,0.0432,0.1186,-0.08,-0.248
35.54,0.0169,-0.1225,0.1363,0.1093
35.56,0.1325,-0.1693,0.0175,-0.0398
35.58,0.0802,-0.0833,-0.2138,0.0454
35.6,0.0184,-0.0618,0.3228,-0.1358
35.62,0.091,-0.0305,-0.0088,-0.1245
35.64,-0.1609,-0.003,0.1421,0.1614
35.66,0.0066,-0.0455,-0.0538,0.4506
35.68,0.0241,0.0588,0.0219,-0.0801
35.7,-0.2777,-0.0197,0.0598,-0.1784
35.72,-0.241,0.0316,-0.12,-0.0737
35.74,-0.2173,0.2665,-0.0841,0.0552
35.76,0.0149,0.132,0.0179,-0.297
35.78,0.0666,0.0864,0.0455,-0.0293
35.8,-0.238,-0.0443,-0.0375,0.0497
35.82,-0.1745,0.1887,-0.0313,0.0587
35.84,0.2034,0.0165,0.0155,0.001
35.86,0.1943,0.0456,-0.1476,-0.3166
35.88,0.1752,-0.0069,0.1848,0.1518
35.9,-0.0752,-0.0926,-0.1564,0.1476
35.92,0.105,-0.0857,0.0921,0.0932
35.94,-0.0869,0.1297,0.0069,-0.3624
35.96,0.0752,-0.1563,0.0736,0.084
35.98,-0.1634,0.0202,0.011,0.132
36.0,-0.0148,-0.0975,-0.0547,-0.1993
36.02,0.2618,0.0131,0.0072,-0.4552
36.04,-0.0304,-0.071,0.039,-0.0486
36.06,0.322,-0.1242,0.1241,-0.0591
36.08,0.1461,-0.0556,0.0197,0.1157
36.1,-0.0994,0.0505,-0.0836,-0.0314
36.12,0.0048,0.026,-0.1073,0.3983
36.14,0.1716,-0.0638,-0.0643,0.2669
36.16,0.0973,0.146,-0.0141,0.1021
36.18,-0.0109,0.0362,0.1398,-0.0603
36.2,-0.132,0.1693,0.0722,0.3543
36.22,-0.0033,-0.1502,-0.2449,0.072
36.24,-0.0433,0.0295,-0.0357,0.2098
36.26,0.158,0.0488,-0.0623,-0.2401
36.28,0.0714,-0.0805,0.0857,-0.211
36.3,-0.1319,-0.1502,-0.197,0.0779
36.32,0.1283,0.0627,0.088,0.2475
36.34,0.071,-0.1478,0.105,-0.04
36.36,0.1843,0.2525,-0.1437,-0.1709
36.38,-0.126,-0.157,0.1418,0.0183
36.4,-0.0639,0.0794,-0.1147,-0.177
36.42,-0.2575,-0.1958,0.0368,-0.0284
36.44,0.0501,-0.0817,0.1222,0.0199
36.46,0.0417,0.0463,-0.206,-0.1102
36.48,-0.094,0.159,0.0084,-0.0489
36.5,-0.0996,-0.085,-0.0165,0.0024
36.52,-0.0166,-0.2055,-0.0903,0.1244
36.54,0.1246,0.0135,0.0562,-0.0893
36.56,-0.011,-0.0064,-0.0108,0.2718
36.58,-0.2712,0.1651,-0.2462,0.0828
36.6,0.102,-0.0774,0.0376,0.2138
36.62,0.0568,0.1496,-0.2274,-0.2317
36.64,0.0456,0.1613,0.1133,0.1736
36.66,0.0965,0.0838,0.0523,0.1322
36.68,0.1337,0.2006,-0.1768,0.0068
36.7,-0.1522,0.0408,-0.011,-0.14
36.72,-0.177,-0.1564,-0.206,-0.2425
36.74,0.0476,0.0675,-0.097,0.1296
36.76,0.0558,-0.022,-0.0871,0.3112
36.78,-0.1477,-0.0235,-0.0432,0.0029
36.8,0.0147,-0.1359,0.0546,0.0289
36.82,0.0438,0.045,0.0132,0.4021
36.84,0.2697,-0.0255,0.0169,-0.3364
36.86,-0.0223,-0.1053,0.0506,0.2567
36.88,0.1644,0.0114,0.0323,-0.1741
36.9,-0.1384,-0.1181,0.1782,-0.2299
36.92,0.0862,-0.1072,0.0709,-0.0498
36.94,0.0621,0.015,0.2666,0.2411
36.96,0.2041,0.0745,0.0358,-0.0793
36.98,0.0583,0.0233,0.0671,-0.2063
37.0,0.0921,0.1656,-0.1673,-0.1737
37.02,-0.0216,0.1471,0.0576,0.2803
37.04,-0.0453,0.0104,0.0561,0.0556
37.06,-0.2079,0.0829,-0.106,-0.0226
37.08,-0.1866,-0.0022,-0.287,-0.141
37.1,-0.1004,0.0531,0.1572,-0.155
37.12,0.1666,0.1321,0.0014,-0.043
37.14,0.0458,-0.107,-0.0714,0.1171
37.16,-0.3113,0.051,-0.1302,-0.1091
37.18,-0.0088,0.0855,0.0225,-0.077
37.2,-0.1947,-0.0559,-0.3034,0.1549
37.22,0.0934,-0.0724,-0.0538,-0.2239
37.24,-0.0105,-0.105,0.0394,0.1102
37.26,0.0922,-0.0813,0.0945,0.0344
37.28,0.0961,-0.0654,0.1058,0.1441
37.3,0.0481,-0.2007,-0.1255,-0.1334
37.32,0.0897,-0.0592,-0.0602,0.1017
37.34,0.0889,-0.1433,-0.0763,0.2305
37.36,0.1446,0.0552,-0.144,0.0449
37.38,-0.1247,-0.1531,-0.0381,0.0971
37.4,-0.0325,-0.0537,0.078,0.1349
37.42,0.0707,0.0111,-0.2097,0.1221
37.44,0.0668,0.2683,0.138,0.1821
37.46,-0.1314,-0.0223,-0.0208,-0.2186
37.48,-0.0958,-0.0816,-0.3081,-0.0829
37.5,0.1599,0.0066,-0.1102,0.049
37.52,0.0236,-0.2338,-0.1204,0.1897
37.54,0.014,-0.0058,-0.1511,0.1458
37.56,0.028,0.285,0.2322,0.1505
37.58,0.1837,0.051,0.0787,-0.0778
37.6,0.1676,0.0972,-0.0785,0.2868
37.62,0.0336,-0.0311,-0.1839,0.158
37.64,-0.1104,-0.1131,0.0393,0.2597
37.66,0.0822,-0.1533,-0.0772,-0.0945
37.68,0.0234,-0.0308,-0.1974,0.1805
37.7,-0.0598,-0.1847,-0.0441,-0.1268
37.72,0.2386,0.0273,0.149,-0.0444
37.74,-0.0238,-0.0956,0.0908,-0.1245
37.76,-0.1081,0.2357,-0.1177,0.1577
37.78,-0.018,0.1179,0.2193,0.1008
37.8,-0.116,-0.0447,0.0944,0.0344
37.82,-0.0905,0.0073,0.0888,-0.0139
37.84,0.004,0.0454,-0.0877,0.0674
37.86,-0.0112,-0.0024,0.127,-0.0465
37.88,0.0095,-0.0476,0.0809,0.1784
37.9,0.0492,-0.1157,0.2199,-0.259
37.92,-0.2093,-0.0497,0.026,0.0606
37.94,-0.1496,-0.0235,0.111,0.189
37.96,0.1674,-0.0663,0.0811,-0.1338
37.98,0.0034,0.0447,-0.0906,0.1926
38.0,0.0431,0.0882,-0.0569,-0.0642
38.02,0.1606,-0.015,0.0243,-0.097
38.04,0.2178,-0.1184,0.0617,-0.1199
38.06,-0.1038,0.1727,0.1569,0.0106
38.08,0.0852,-0.0119,0.3075,-0.264
38.1,0.1109,0.1212,-0.048,-0.0873
38.12,-0.0876,-0.1295,-0.0515,0.2306
38.14,-0.1825,0.003,-0.0897,-0.0138
38.16,-0.1259,0.0751,0.2035,-0.0435
38.18,0.0696,-0.0609,0.0162,0.2672
38.2,-0.0778,0.0842,-0.0612,-0.1884
38.22,-0.0953,-0.0595,0.0127,-0.2089
38.24,0.0846,0.0123,0.0283,-0.0261
38.26,0.1895,0.0842,-0.0944,-0.0188
38.28,0.237,-0.0724,0.1117,-0.216
38.3,0.4181,0.2577,-0.06,0.2071
38.32,0.0281,-0.0525,0.1834,-0.1698
38.34,0.0391,0.1789,-0.01,0.215
38.36,-0.0433,0.0441,-0.0558,0.0017
38.38,0.1341,0.0938,0.0072,0.0297
38.4,-0.042,-0.0657,-0.1519,-0.1102
38.42,-0.055,0.0781,0.1206,-0.1864
38.44,0.2721,-0.0489,-0.0424,-0.122
38.46,-0.1726,-0.2513,-0.0917,-0.068
38.48,0.1632,0.0586,-0.0418,0.0508
38.5,0.2089,-0.1695,0.1973,0.1011
38.52,-0.1491,-0.0216,-0.3443,0.472
38.54,0.0671,0.0253,0.1353,-0.0319
38.56,0.0237,-0.0571,-0.0086,0.0502
38.58,-0.3624,-0.0939,-0.0378,0.3523
38.6,0.057,0.1637,-0.1198,-0.0902
38.62,-0.2015,-0.1032,0.0267,-0.0323
38.64,0.2339,0.1117,0.0101,-0.0075
38.66,0.2566,-0.0372,-0.1171,-0.1905
38.68,0.0831,-0.0003,-0.1533,-0.1085
38.7,0.1037,-0.0919,-0.0806,0.0043
38.72,-0.2781,-0.0067,-0.2328,0.1568
38.74,-0.3117,-0.0642,0.0915,-0.1072
38.76,0.4059,-0.0806,-0.0197,-0.0112
38.78,-0.0075,-0.0341,0.0432,-0.2016
38.8,0.0552,-0.0632,-0.0549,0.0615
38.82,-0.2481,0.1288,-0.0818,0.0705
38.84,0.1261,0.0065,0.0431,0.2559
38.86,-0.099,-0.1285,-0.1019,-0.0756
38.88,0.0546,0.0664,0.1288,0.023
38.9,0.1477,-0.0191,-0.2137,-0.1278
38.92,0.1052,-0.0845,-0.0205,0.0026
38.94,0.0433,0.0266,-0.1029,0.0059
38.96,-0.1095,-0.1778,-0.0196,0.0871
38.98,0.0893,-0.0922,-0.0376,-0.0364
39.0,0.0447,0.0262,0.1024,-0.0118
39.02,-0.3377,0.1066,-0.1216,0.0911
39.04,0.4113,0.0575,-0.0351,-0.0548
39.06,0.125,0.0037,-0.1005,0.0411
39.08,0.038,-0.0042,-0.1388,-0.1772
39.1,0.161,-0.1324,0.0391,0.0041
39.12,0.1073,0.1033,-0.0217,-0.1783
39.14,-0.3823,-0.0002,-0.0404,-0.3243
39.16,0.0986,0.1197,-0.085,0.2294
39.18,0.0072,-0.2002,0.0621,-0.0194
39.2,-0.0426,0.1275,-0.0783,0.2636
39.22,-0.3076,-0.1548,-0.0339,0.2901
39.24,0.1666,0.1993,-0.1891,0.322
39.26,0.0327,-0.0288,0.0306,0.1004
39.28,0.0106,-0.0006,-0.1249,0.0762
39.3,0.0181,-0.0829,-0.1665,0.0745
39.32,0.0749,0.202,-0.0664,0.1362
39.34,0.1276,0.2322,0.0479,0.1692
39.36,-0.1451,0.146,-0.1756,0.0406
39.38,-0.1306,-0.0895,0.0786,-0.1301
39.4,0.2987,-0.1977,-0.1895,0.4975
39.42,-0.0888,0.0501,-0.0968,0.0672
39.44,0.3717,0.0531,-0.0673,0.1474
39.46,0.0594,-0.0167,-0.0158,0.2612
39.48,0.0223,0.0956,0.0502,-0.139
39.5,0.1905,0.0438,-0.0842,-0.1937
39.52,-0.0274,0.0044,0.0701,0.1062
39.54,-0.1439,-0.1755,-0.0495,-0.1009
39.56,0.0959,0.0807,-0.0357,0.0111
39.58,-0.0795,0.1086,0.3183,0.049
39.6,0.1312,0.067,0.0426,-0.2115
39.62,-0.0911,0.0872,-0.0536,-0.123
39.64,-0.2313,0.0946,-0.1127,-0.2618
39.66,0.0489,0.2464,0.0292,0.0443
39.68,0.0411,-0.1185,0.0443,0.2641
39.7,0.2524,0.1464,0.0799,0.2854
39.72,-0.0792,0.109,-0.071,0.0116
39.74,0.0789,0.04,0.0718,0.0838
39.76,-0.0523,-0.1345,-0.0986,-0.0861
39.78,-0.1293,0.1568,0.057,-0.1633
39.8,-0.0208,-0.1932,0.0524,-0.0561
39.82,-0.0984,0.0765,-0.1021,0.0182
39.84,-0.0912,0.0836,0.2116,0.1688
39.86,-0.1331,0.0559,-0.0549,-0.0838
39.88,0.011,-0.0801,0.0135,-0.2049
39.9,-0.2819,0.231,-0.014,0.1157
39.92,0.0153,-0.0968,-0.0718,0.1897
39.94,-0.1192,-0.0685,0.122,-0.049
39.96,-0.1441,0.0587,0.1621,-0.1218
39.98,0.0943,-0.0075,0.0943,-0.2854
40.0,-0.0211,-0.0147,-0.0205,0.0942
40.02,0.0468,-0.0423,-0.128,0.0851
40.04,0.0876,-0.0313,0.1594,-0.3751
40.06,-0.0037,0.0808,-0.0365,-0.1017
40.08,-0.0482,-0.0366,0.1682,-0.1362
40.1,0.0406,-0.0701,0.0898,-0.1007
40.12,0.005,-0.0639,0.0011,0.1489
40.14,-0.305,0.1236,-0.0978,-0.1284
40.16,0.1047,-0.0055,0.1982,-0.1816
40.18,0.2628,-0.0754,0.2129,-0.0757
40.2,-0.2107,0.0562,0.0386,0.0824
40.22,-0.0662,0.0564,-0.1218,-0.1918
40.24,0.0672,0.1824,-0.168,0.2363
40.26,-0.2056,0.1306,0.0837,0.1
40.28,0.0217,0.018,-0.2389,0.1855
40.3,-0.1369,-0.0461,0.0793,-0.0044
40.32,-0.0451,-0.0998,-0.0713,0.1495
40.34,0.2772,0.0464,0.2449,0.1723
40.36,0.2007,0.0011,0.1284,-0.0172
40.38,0.2407,-0.1502,0.1027,-0.012
40.4,0.0199,-0.1088,-0.1219,0.145
40.42,0.0551,-0.1557,-0.0428,-0.0074
40.44,0.0002,-0.1281,0.2419,0.1134
40.46,0.2143,-0.1526,-0.3425,-0.1263
40.48,-0.0998,-0.0735,0.0818,-0.1404
40.5,0.0498,0.0342,-0.1023,-0.2073
40.52,-0.0205,-0.1273,-0.1286,-0.1748
40.54,0.0157,-0.0289,0.0822,-0.3411
40.56,-0.2843,0.1049,0.1405,0.0536
40.58,0.1588,-0.1376,-0.0232,-0.2653
40.6,-0.0622,0.0255,-0.0427,-0.0753
40.62,0.1055,-0.1082,0.1384,-0.0096
40.64,-0.1306,0.035,0.1439,0.1595
40.66,0.0454,-0.1091,0.0791,-0.0338
40.68,0.211,0.1272,0.0434,0.1069
40.7,0.1341,-0.0555,-0.1425,-0.3308
40.72,0.043,-0.1874,0.131,-0.2557
40.74,-0.146,-0.0717,-0.2071,0.0736
40.76,-0.0011,0.0595,0.0264,-0.3765
40.78,0.2684,0.1278,-0.1905,0.0939
40.8,-0.0702,-0.0991,0.1698,0.0741
40.82,-0.157,-0.0578,-0.0439,0.2095
40.84,0.2277,0.2861,0.027,0.1417
40.86,0.0394,-0.0808,0.1214,-0.0876
40.88,-0.0999,0.0902,-0.111,-0.0873
40.9,-0.1214,-0.1729,-0.2024,0.3116
40.92,-0.0203,0.0525,0.1118,0.0419
40.94,-0.0739,-0.064,0.0491,-0.2402
40.96,-0.1638,0.0438,-0.1614,0.1068
40.98,0.1975,0.0646,-0.1426,0.1558
41.0,-0.3206,-0.1753,0.0477,0.4116
41.02,-0.1126,0.1444,-0.0939,-0.1016
41.04,-0.1423,0.1013,0.0693,-0.1175
41.06,0.1463,0.1771,-0.0837,0.0367
41.08,-0.1059,-0.1155,0.0584,0.3329
41.1,-0.0002,0.1859,-0.0924,0.2758
41.12,0.0702,0.1168,-0.1188,0.0107
41.14,-0.216,-0.0972,-0.0317,-0.109
41.16,-0.2708,0.0085,0.1409,-0.2476
41.18,0.0327,0.0141,-0.0545,-0.3701
41.2,0.0866,0.0321,-0.1457,0.2897
41.22,-0.187,0.0853,-0.1094,0.0429
41.24,-0.346,0.1921,0.0712,0.0781
41.26,-0.1373,0.0042,0.0597,-0.1066
41.28,0.0052,-0.0657,-0.0934,-0.0755
41.3,-0.1173,0.0243,-0.0869,-0.0302
41.32,0.2594,0.2221,0.0832,0.0237
41.34,-0.119,-0.1474,0.1156,-0.2029
41.36,-0.1201,0.0774,-0.1914,-0.0442
41.38,-0.1554,-0.0278,-0.1069,-0.0388
41.4,0.2663,0.0018,0.0296,0.1336
41.42,0.1179,0.0036,-0.1949,-0.2328
41.44,0.104,-0.1678,-0.0784,0.0973
41.46,-0.006,-0.0336,0.2005,0.0703
41.48,0.211,0.1812,0.0117,-0.1168
41.5,0.0317,0.1034,0.1571,0.2063
41.52,0.1788,0.2401,0.0967,0.0385
41.54,0.1847,0.0655,0.0384,-0.1678
41.56,0.2573,0.0207,0.0342,0.2317
41.58,-0.017,-0.1712,-0.0955,-0.0883
41.6,-0.313,0.0228,-0.0478,0.1805
41.62,0.1596,0.0744,0.0633,-0.086
41.64,0.1201,-0.0224,0.02,-0.0391
41.66,-0.2316,0.0003,0.0167,-0.2466
41.68,-0.1793,-0.1319,-0.1094,-0.1172
41.7,-0.1297,0.0565,0.22,0.0276
41.72,-0.1236,0.1583,-0.0595,0.1934
41.74,0.3422,0.0905,-0.1385,-0.0522
41.76,-0.0287,-0.1805,0.1306,0.2935
41.78,0.0748,-0.049,-0.1042,0.0897
41.8,0.0623,-0.0087,-0.0321,0.0602
41.82,-0.0334,0.1268,0.0087,-0.4174
41.84,0.0502,0.0303,-0.2595,0.1461
41.86,0.3151,0.0895,0.011,0.2424
41.88,-0.094,-0.2229,-0.0858,0.3193
41.9,-0.1222,-0.0051,-0.0346,0.0473
41.92,0.0923,0.0391,-0.0211,0.1065
41.94,0.1071,0.0872,0.1061,0.0313
41.96,0.001,0.1789,-0.1178,0.3111
41.98,-0.1489,-0.2138,0.08,-0.0035
42.0,0.1139,-0.057,0.001,0.1419
42.02,-0.0485,0.0895,-0.1278,-0.2218
42.04,0.0465,0.0621,0.0586,0.0856
42.06,0.0954,0.1667,-0.0921,-0.2073
42.08,-0.2719,-0.0981,-0.0629,-0.404
42.1,-0.0587,-0.2211,0.0352,-0.3999
42.12,-0.0429,0.1635,-0.0179,0.0594
42.14,0.3413,0.0378,0.1007,-0.0076
42.16,0.3382,-0.1288,0.1974,0.1033
42.18,-0.0496,0.1603,0.0786,0.1675
42.2,0.0243,0.0954,0.0235,-0.2163
42.22,0.0551,-0.0641,-0.0014,-0.2427
42.24,-0.2045,0.069,-0.0391,0.2398
42.26,0.0613,-0.003,-0.0118,-0.0277
42.28,-0.0922,0.0051,-0.1104,-0.2626
42.3,0.2804,-0.0108,0.0547,0.0328
42.32,0.3452,-0.106,0.0378,0.1085
42.34,-0.1659,-0.1789,-0.1615,0.0789
42.36,-0.0781,-0.0409,-0.1091,0.0981
42.38,-0.1262,0.0949,0.1154,-0.2115
42.4,0.0444,0.064,-0.0596,0.1629
42.42,0.0751,-0.0397,-0.1123,0.1833
42.44,-0.1231,-0.0138,-0.0643,-0.0747
42.46,0.2866,0.1043,0.0473,0.1426
42.48,-0.0797,0.1145,-0.1021,-0.07
42.5,0.1459,0.0958,0.017,-0.1551
42.52,-0.0292,0.075,-0.0025,-0.247
42.54,0.1076,0.1487,0.0481,-0.3101
42.56,0.0147,-0.032,-0.0057,0.4563
42.58,-0.3226,-0.0722,0.2165,-0.0155
42.6,0.1704,-0.032,0.074,-0.0162
42.62,-0.0862,-0.0434,-0.2594,0.1684
42.64,-0.056,-0.2749,-0.1589,-0.4043
42.66,0.0252,-0.1485,0.0845,-0.1266
42.68,0.2859,0.2171,0.0883,-0.2471
42.7,0.0877,-0.0483,0.0196,-0.0991
42.72,-0.1797,0.1151,-0.0245,0.013
42.74,0.0726,0.2013,-0.018,-0.0055
42.76,-0.1311,0.0159,-0.0662,-0.1371
42.78,0.1115,-0.1037,-0.1039,0.1192
42.8,0.0063,0.1332,0.0428,0.0622
42.82,0.0802,0.017,0.1953,0.0511
42.84,0.0101,0.0465,0.3019,-0.1108
42.86,0.0189,0.0048,0.0643,-0.0704
42.88,0.1301,-0.0452,0.0103,-0.0816
42.9,0.0712,0.0349,-0.1845,0.2097
42.92,0.0423,-0.0247,-0.0811,0.2925
42.94,0.0232,0.184,0.0375,0.1892
42.96,0.0382,0.0163,-0.1822,-0.1488
42.98,0.1605,-0.0715,-0.0098,-0.3078
43.0,-0.155,0.0173,-0.017,0.0714
43.02,0.2844,-0.0149,-0.0903,-0.232
43.04,-0.3474,-0.0955,-0.0083,-0.3585
43.06,-0.1419,-0.012,0.1324,0.0311
43.08,-0.2288,0.0381,0.0755,0.1618
43.1,0.2551,0.251,-0.0087,-0.252
43.12,0.2348,0.0968,-0.1399,0.0956
43.14,-0.2197,-0.0768,0.1507,-0.0079
43.16,-0.4202,0.2697,0.1668,0.3938
43.18,-0.0981,-0.0326,0.0068,0.175
43.2,-0.3431,0.0251,-0.0552,0.0564
43.22,-0.0603,-0.1361,0.1644,-0.1032
43.24,-0.142,0.1221,0.0547,-0.2247
43.26,0.0805,-0.1299,0.0324,-0.0306
43.28,-0.0872,0.1781,0.045,0.0874
43.3,-0.1699,-0.1042,-0.1261,-0.2051
43.32,-0.1068,-0.1007,0.1637,0.0726
43.34,-0.0899,0.0354,-0.0044,0.0597
43.36,-0.1416,-0.0196,-0.0719,-0.1732
43.38,0.1022,0.2095,-0.2433,-0.2109
43.4,0.1524,0.1214,0.0681,-0.0881
43.42,-0.0099,0.11,-0.027,-0.0815
43.44,0.1264,0.0571,0.2037,0.1163
43.46,0.3364,0.0218,-0.1186,-0.0258
43.48,-0.1713,0.2017,0.0531,0.0307
43.5,-0.2251,0.0752,-0.114,-0.0117
43.52,-0.0483,0.004,-0.0587,-0.0107
43.54,0.0425,0.0393,0.0125,0.0308
43.56,-0.303,0.1027,-0.079,0.149
43.58,-0.0493,0.1068,-0.0191,-0.1989
43.6,0.0823,-0.165,0.0863,-0.0813
43.62,-0.1259,-0.2025,0.0941,-0.2161
43.64,-0.1276,-0.1133,0.1424,-0.1724
43.66,-0.2303,0.0688,-0.0421,-0.0272
