sample_id,snr_db,gap_ratio,clipping_ratio,available_channels,missing_channels,status
XO.WS72..HH.2018.07.27.21.41.16,16.6,0.25,0.0001,Z|N|E,,OK
XO.WD54..HH.2018.07.28.05.17.43,17.2,0.25,0.0001,Z|N|E,,OK
XO.LD40..HH.2018.07.28.07.51.26,12.5,0.25,0.0006,Z|N|E,,OK
XO.WD50..HH.2018.07.28.15.41.40,12.0,0.25,0.0003,Z|N|E,,OK
XO.WS72..HH.2018.07.29.05.06.35,12.2,0.25,0.0001,Z|N|E,,OK
XO.WD54..HH.2018.07.29.05.06.27,16.6,0.25,0.0001,Z|N|E,,OK
XO.LD38..HH.2018.07.29.06.15.18,10.5,0.25,0.0001,Z|N|E,,OK
XO.LT14..HH.2018.07.29.08.44.57,12.2,0.25,0.0032,Z|N|H,E,OK
XO.LA32..HH.2018.07.29.08.44.57,8.0,0.0,0.0007,Z|N|E|H,,OK
XO.LT16..HH.2018.07.29.08.44.57,24.1,0.75,0.0005,Z|H,N|E,OK
XO.LT15..HH.2018.07.29.08.44.59,1.2,0.0,0.0003,Z|N|E|H,,OK
XO.LA29..HH.2018.07.29.08.45.00,3.5,0.0,0.0004,Z|N|E|H,,OK
XO.WD46..HH.2018.07.29.10.43.22,12.1,0.25,0.0005,Z|N|E,,OK
XO.WD50..HH.2018.07.29.10.43.41,10.1,0.25,0.0001,Z|N|E,,OK
XO.WD49..HH.2018.07.29.10.43.46,11.3,0.25,0.0001,Z|N|E,,OK
XO.LT06..HH.2018.07.29.10.49.58,14.8,0.25,0.0037,Z|N|H,E,OK
XO.WD51..HH.2018.07.29.10.50.19,9.7,0.25,0.0005,Z|N|E,,OK
XO.LT17..HH.2018.07.29.14.28.17,1.2,0.0,0.0005,Z|N|E|H,,OK
XO.LA39..HH.2018.07.31.05.39.22,9.6,0.0,0.0006,Z|N|E|H,,OK
XO.WD50..HH.2018.07.31.05.39.24,9.5,0.25,0.0001,Z|N|E,,OK
XO.LD40..HH.2018.07.31.16.56.54,10.9,0.25,0.0007,Z|N|E,,OK
XO.WD69..HH.2018.07.31.19.21.34,10.5,0.25,0.0003,Z|N|E,,OK
XO.LD44..HH.2018.07.31.19.21.36,10.8,0.25,0.0003,Z|N|E,,OK
XO.LT01..HH.2018.07.31.23.15.16,8.9,0.0,0.0013,Z|N|E|H,,OK
XO.LA39..HH.2018.07.31.13.47.53,6.0,0.0,0.0003,Z|N|E|H,,OK
