sample_id,phase,station,split,reference_time_s,action,risk,selected_time_s,auto_capable,verdict
XO.LT10..HH.2018.07.15.00.14.29,S,LT10,main,72.05,FUSE,1.3,71.6,True,correct
XO.LA23..HH.2018.07.15.00.15.03,S,LA23,main,44.99,ABSTAIN,11.3,,False,no_pick
XO.LA34..HH.2018.07.15.01.52.47,P,LA34,main,44.99,FUSE,1.0,45.05,True,correct
XO.LA34..HH.2018.07.15.01.52.47,S,LA34,main,55.86,FUSE,1.0,55.87,True,correct
XO.LD36..HH.2018.07.15.01.53.00,P,LD36,main,44.99,ROUTE,21.3,44.89,True,correct
XO.LD36..HH.2018.07.15.01.53.00,S,LD36,main,64.76,ROUTE,21.3,64.52,True,correct
XO.LT04..HH.2018.07.16.00.19.34,S,LT04,holdout,44.99,FUSE,11.3,45.115,True,correct
XO.WD49..HH.2018.07.16.08.15.57,P,WD49,holdout,44.99,ABSTAIN,50.0,,False,no_pick
XO.LA39..HH.2018.07.16.22.51.24,P,LA39,main,45.0,ABSTAIN,6.0,,False,no_pick
XO.LA39..HH.2018.07.16.22.51.24,S,LA39,main,62.57,FUSE,1.0,63.16,True,correct
XO.LT17..HH.2018.07.16.07.24.24,P,LT17,main,44.99,FUSE,16.0,44.98,True,correct
XO.LT17..HH.2018.07.16.07.24.24,S,LT17,main,50.09,FUSE,16.0,49.73,True,correct
XO.LT20..HH.2018.07.16.07.24.44,S,LT20,main,44.99,ROUTE,31.3,45.18,True,correct
XO.LD40..HH.2018.07.16.11.35.05,S,LD40,main,44.99,ROUTE,26.3,45.15,True,correct
XO.LT18..HH.2018.07.17.03.30.59,P,LT18,main,44.99,FUSE,4.3,44.98,True,correct
XO.LT18..HH.2018.07.17.03.30.59,S,LT18,main,58.8,FUSE,4.3,59.465,True,correct
XO.LT12..HH.2018.07.17.03.31.00,P,LT12,holdout,44.99,FUSE,1.0,45.05,True,correct
XO.LT12..HH.2018.07.17.03.31.00,S,LT12,holdout,60.63,FUSE,13.3,60.26,True,correct
XO.LA34..HH.2018.07.17.03.31.05,P,LA34,main,45.0,ABSTAIN,17.3,,False,no_pick
XO.LA34..HH.2018.07.17.03.31.05,S,LA34,main,64.55,FUSE,17.3,64.9,True,correct
XO.LD36..HH.2018.07.17.03.31.15,P,LD36,main,44.99,ROUTE,26.3,44.93,True,correct
XO.LD44..HH.2018.07.17.03.31.27,S,LD44,main,45.0,ROUTE,21.3,44.75,True,correct
XO.WD49..HH.2018.07.17.02.33.12,P,WD49,main,44.99,ROUTE,26.3,44.69,True,correct
XO.WD49..HH.2018.07.17.02.33.12,S,WD49,main,68.04,ROUTE,26.3,68.19,True,correct
XO.LD41..HH.2018.07.17.02.33.20,P,LD41,main,45.0,ROUTE,31.3,44.7,True,correct
XO.LT06..HH.2018.07.17.17.34.45,P,LT06,holdout,44.99,FUSE,4.3,45.035,True,correct
XO.LT06..HH.2018.07.17.17.34.45,S,LT06,holdout,57.26,FUSE,4.3,57.54,True,correct
XO.LA26..HH.2018.07.17.17.35.05,P,LA26,main,44.99,FUSE,11.3,45.19,True,correct
XO.LT20..HH.2018.07.17.21.17.43,S,LT20,main,45.0,ABSTAIN,26.3,,False,no_pick
XO.LA34..HH.2018.07.18.11.56.27,P,LA34,main,45.0,FUSE,1.0,44.96,True,correct
XO.WD52..HH.2018.07.18.19.05.35,P,WD52,main,45.0,ABSTAIN,21.3,,False,no_pick
XO.LA34..HH.2018.07.18.19.05.40,P,LA34,holdout,45.0,FUSE,0.0,44.93,True,correct
XO.LA34..HH.2018.07.18.19.05.40,S,LA34,holdout,61.3,FUSE,12.3,61.425,True,correct
XO.WD60..HH.2018.07.18.19.06.03,P,WD60,holdout,45.0,FUSE,12.8,44.38,True,wrong
XO.LT18..HH.2018.07.18.19.19.45,P,LT18,holdout,44.99,FUSE,9.3,44.97,True,correct
XO.LT18..HH.2018.07.18.19.19.45,S,LT18,holdout,51.42,ABSTAIN,22.8,,False,no_pick
XO.LD44..HH.2018.07.18.19.19.52,P,LD44,main,44.99,ABSTAIN,7.8,,False,no_pick
XO.LD44..HH.2018.07.18.19.19.52,S,LD44,main,55.49,ROUTE,21.3,56.27,True,correct
XO.LT20..HH.2018.07.18.19.23.10,P,LT20,main,44.99,ROUTE,21.3,44.93,True,correct
XO.LT20..HH.2018.07.18.19.23.10,S,LT20,main,53.71,ABSTAIN,21.3,,False,no_pick
XO.LT18..HH.2018.07.18.01.55.25,S,LT18,main,44.99,ABSTAIN,22.8,,False,no_pick
XO.LA29..HH.2018.07.18.01.55.31,S,LA29,main,45.0,FUSE,1.0,45.27,True,correct
XO.WD58..HH.2018.07.18.14.07.46,P,WD58,main,44.99,ROUTE,26.3,45.19,True,correct
XO.LD40..HH.2018.07.18.18.47.37,S,LD40,main,45.0,ROUTE,21.3,45.72,True,correct
XO.WS75..HH.2018.07.19.02.27.41,P,WS75,holdout,45.0,ROUTE,26.3,124.5,True,wrong
XO.LT13..HH.2018.07.19.02.27.56,P,LT13,main,44.99,FUSE,13.3,44.965,True,correct
XO.LT16..HH.2018.07.19.02.27.59,P,LT16,main,45.0,ABSTAIN,42.8,,False,no_pick
XO.LT14..HH.2018.07.19.02.28.04,P,LT14,main,44.99,FUSE,4.3,45.045,True,correct
XO.WD63..HH.2018.07.19.02.28.07,P,WD63,holdout,45.0,ROUTE,31.3,44.93,True,correct
XO.WD60..HH.2018.07.19.02.28.15,P,WD60,main,45.0,ABSTAIN,17.8,,False,no_pick
XO.LD45..HH.2018.07.19.02.54.07,P,LD45,holdout,45.0,ROUTE,21.3,44.97,True,correct
XO.LD45..HH.2018.07.19.02.54.07,S,LD45,holdout,54.47,ROUTE,21.3,55.14,True,correct
XO.LT07..HH.2018.07.19.06.06.09,P,LT07,holdout,44.99,ABSTAIN,5.0,,False,no_pick
XO.LT07..HH.2018.07.19.06.06.09,S,LT07,holdout,52.83,FUSE,0.0,53.08,True,correct
XO.LT07..HH.2018.07.19.10.36.01,P,LT07,holdout,44.99,FUSE,0.0,45.03,True,correct
XO.LD36..HH.2018.07.19.10.36.09,P,LD36,main,44.99,ROUTE,31.3,43.83,True,wrong
XO.LA34..HH.2018.07.19.14.32.56,P,LA34,main,45.0,ABSTAIN,5.0,,False,no_pick
XO.LA34..HH.2018.07.19.14.32.56,S,LA34,main,61.66,FUSE,0.0,61.62,True,correct
XO.WD59..HH.2018.07.19.14.33.19,P,WD59,main,45.0,ROUTE,36.3,45.07,True,correct
XO.WD59..HH.2018.07.19.14.33.19,S,WD59,main,79.93,ROUTE,36.3,79.68,True,correct
XO.WD60..HH.2018.07.19.14.33.19,P,WD60,holdout,45.0,ABSTAIN,22.8,,False,no_pick
XO.WD60..HH.2018.07.19.14.33.19,S,WD60,holdout,77.97,ROUTE,36.3,77.92,True,correct
XO.LA32..HH.2018.07.19.14.33.03,P,LA32,main,45.0,ABSTAIN,10.0,,False,no_pick
XO.LA32..HH.2018.07.19.14.33.03,S,LA32,main,66.49,FUSE,17.3,65.935,True,correct
XO.LA30..HH.2018.07.19.14.33.30,S,LA30,main,44.99,FUSE,0.0,45.02,True,correct
XO.LT20..HH.2018.07.19.14.32.44,P,LT20,main,44.99,FUSE,7.8,45.1,True,correct
XO.LT20..HH.2018.07.19.14.32.44,S,LT20,main,53.63,ROUTE,26.3,53.14,True,correct
XO.LD44..HH.2018.07.19.14.32.49,P,LD44,main,45.0,FUSE,2.8,44.91,True,correct
XO.LD44..HH.2018.07.19.14.32.49,S,LD44,main,56.68,ROUTE,21.3,56.57,True,correct
XO.WD60..HH.2018.07.19.15.04.49,S,WD60,main,45.0,ROUTE,26.3,44.11,True,correct
XO.LT20..HH.2018.07.19.21.15.38,P,LT20,main,44.99,ROUTE,21.3,45.07,True,correct
XO.LT20..HH.2018.07.19.21.15.38,S,LT20,main,53.17,ROUTE,21.3,53.77,True,correct
XO.LT13..HH.2018.07.19.21.15.53,P,LT13,main,44.99,FUSE,1.3,44.94,True,correct
XO.LA28..HH.2018.07.19.21.16.06,P,LA28,main,44.99,FUSE,9.3,45.015,True,correct
XO.LA28..HH.2018.07.19.21.16.06,S,LA28,main,73.36,ABSTAIN,46.3,,False,no_pick
XO.WD49..HH.2018.07.19.03.27.23,P,WD49,main,45.0,ROUTE,21.3,44.43,True,wrong
XO.WD49..HH.2018.07.19.03.27.23,S,WD49,main,67.13,ROUTE,21.3,67.1,True,correct
XO.LD41..HH.2018.07.19.09.30.03,P,LD41,main,45.0,ROUTE,26.3,45.27,True,correct
XO.WD46..HH.2018.07.19.12.43.41,P,WD46,main,44.99,ROUTE,41.3,9.15,True,wrong
XO.LA39..HH.2018.07.19.12.43.50,P,LA39,main,44.99,FUSE,0.0,45.21,True,correct
XO.LA39..HH.2018.07.19.12.43.50,S,LA39,main,60.62,FUSE,0.0,60.98,True,correct
XO.LT17..HH.2018.07.19.14.15.51,P,LT17,main,44.99,FUSE,0.0,45.35,True,correct
XO.LT17..HH.2018.07.19.14.15.51,S,LT17,main,53.06,FUSE,12.3,54.165,True,wrong
XO.LD44..HH.2018.07.19.14.15.56,P,LD44,main,45.0,FUSE,2.8,45.0,True,correct
XO.LD44..HH.2018.07.19.14.15.56,S,LD44,main,56.51,ROUTE,21.3,57.04,True,correct
XO.WD62..HH.2018.07.19.14.16.15,P,WD62,main,44.99,FUSE,7.8,45.01,True,correct
XO.WD62..HH.2018.07.19.14.16.15,S,WD62,main,70.95,ABSTAIN,26.3,,False,no_pick
XO.WD64..HH.2018.07.19.14.16.20,P,WD64,main,44.99,ABSTAIN,21.3,,False,no_pick
XO.WD64..HH.2018.07.19.14.16.20,S,WD64,main,75.49,ROUTE,21.3,75.47,True,correct
XO.LA25..HH.2018.07.19.14.16.25,P,LA25,main,44.99,ABSTAIN,14.3,,False,no_pick
XO.LA25..HH.2018.07.19.14.16.25,S,LA25,main,79.18,ABSTAIN,51.3,,False,no_pick
XO.LT20..HH.2018.07.19.14.25.14,P,LT20,main,44.99,ABSTAIN,44.8,,False,no_pick
XO.LT20..HH.2018.07.19.14.25.14,S,LT20,main,59.1,ROUTE,26.3,59.47,True,correct
XO.LT18..HH.2018.07.19.14.25.08,P,LT18,main,44.99,FUSE,9.3,44.97,True,correct
XO.LA28..HH.2018.07.19.14.45.01,P,LA28,holdout,44.99,FUSE,9.3,44.985,True,correct
XO.LA28..HH.2018.07.19.14.45.01,S,LA28,holdout,74.05,ABSTAIN,46.3,,False,no_pick
XO.LD36..HH.2018.07.19.14.45.43,S,LD36,main,44.99,ROUTE,36.3,45.62,True,correct
XO.WS75..HH.2018.07.19.15.24.20,P,WS75,holdout,44.99,ROUTE,26.3,47.24,True,wrong
XO.LT12..HH.2018.07.19.15.43.52,P,LT12,main,45.0,FUSE,1.0,44.97,True,correct
XO.LT12..HH.2018.07.19.15.43.52,S,LT12,main,55.33,FUSE,1.0,55.53,True,correct
XO.LT17..HH.2018.07.19.16.46.04,P,LT17,main,44.99,FUSE,13.6,45.505,True,wrong
XO.LT17..HH.2018.07.19.16.46.04,S,LT17,main,52.05,FUSE,1.3,52.34,True,correct
XO.LD40..HH.2018.07.19.17.25.06,S,LD40,main,45.0,ROUTE,26.3,44.89,True,correct
XO.LA39..HH.2018.07.20.10.42.20,P,LA39,main,45.0,FUSE,10.0,44.965,True,correct
XO.LA39..HH.2018.07.20.10.42.20,S,LA39,main,62.36,FUSE,10.0,62.45,True,correct
XO.LT18..HH.2018.07.20.16.23.18,P,LT18,main,44.99,FUSE,4.3,44.975,True,correct
XO.LT18..HH.2018.07.20.16.23.18,S,LT18,main,59.76,FUSE,9.3,59.155,True,correct
XO.LT17..HH.2018.07.20.16.23.20,P,LT17,main,44.99,FUSE,13.3,44.925,True,correct
XO.LT20..HH.2018.07.20.16.23.14,P,LT20,main,44.99,ABSTAIN,7.8,,False,no_pick
XO.LT20..HH.2018.07.20.16.23.14,S,LT20,main,55.46,ABSTAIN,7.8,,False,no_pick
XO.WD68..HH.2018.07.20.16.23.27,P,WD68,main,44.99,ROUTE,21.3,44.95,True,correct
XO.LA29..HH.2018.07.20.16.23.42,P,LA29,main,44.99,FUSE,5.0,44.99,True,correct
XO.LT12..HH.2018.07.20.16.23.42,P,LT12,main,45.0,FUSE,1.0,45.02,True,correct
XO.LT12..HH.2018.07.20.16.23.42,S,LT12,main,75.41,FUSE,1.0,75.28,True,correct
XO.WD62..HH.2018.07.20.18.01.13,P,WD62,main,45.0,ROUTE,26.3,45.04,True,correct
XO.LT10..HH.2018.07.20.18.01.18,P,LT10,holdout,44.99,FUSE,11.3,44.95,True,correct
XO.WD47..HH.2018.07.20.20.46.07,P,WD47,main,45.0,ROUTE,21.3,79.19,True,wrong
XO.LT07..HH.2018.07.20.06.33.44,P,LT07,holdout,44.99,ABSTAIN,43.0,,False,no_pick
XO.LT20..HH.2018.07.20.10.59.43,S,LT20,holdout,45.0,ROUTE,31.3,44.83,True,correct
XO.LA39..HH.2018.07.20.16.07.41,P,LA39,main,45.0,FUSE,13.3,43.83,True,wrong
XO.LA39..HH.2018.07.20.16.07.41,S,LA39,main,58.93,FUSE,1.0,59.06,True,correct
XO.LD45..HH.2018.07.21.07.58.08,P,LD45,main,45.0,FUSE,2.8,44.91,True,correct
XO.LD45..HH.2018.07.21.07.58.08,S,LD45,main,55.23,ROUTE,21.3,54.95,True,correct
XO.WD67..HH.2018.07.21.07.58.28,P,WD67,holdout,45.0,ABSTAIN,12.8,,False,no_pick
XO.WD61..HH.2018.07.21.07.58.32,P,WD61,holdout,44.99,ABSTAIN,21.3,,False,no_pick
XO.WD63..HH.2018.07.21.07.58.32,P,WD63,main,44.99,ABSTAIN,49.8,,False,no_pick
XO.LT18..HH.2018.07.21.08.02.29,P,LT18,main,44.99,FUSE,9.3,44.985,True,correct
XO.LT18..HH.2018.07.21.08.02.29,S,LT18,main,51.04,FUSE,9.3,50.7,True,correct
XO.LD45..HH.2018.07.21.08.02.34,P,LD45,main,44.99,ROUTE,21.3,44.97,True,correct
XO.LD45..HH.2018.07.21.08.02.34,S,LD45,main,54.05,ABSTAIN,21.3,,False,no_pick
XO.LT13..HH.2018.07.21.08.02.47,P,LT13,main,44.99,FUSE,13.6,44.925,True,correct
XO.LT12..HH.2018.07.21.08.02.53,P,LT12,main,45.0,FUSE,1.0,44.81,True,correct
XO.LT18..HH.2018.07.21.08.14.41,P,LT18,main,44.99,FUSE,4.3,44.975,True,correct
XO.LT18..HH.2018.07.21.08.14.41,S,LT18,main,51.09,ABSTAIN,22.8,,False,no_pick
XO.LD44..HH.2018.07.21.08.14.48,P,LD44,holdout,45.0,FUSE,2.8,44.905,True,correct
XO.LA32..HH.2018.07.21.08.15.01,P,LA32,holdout,45.0,ROUTE,24.5,45.13,True,correct
XO.LA32..HH.2018.07.21.08.15.01,S,LA32,holdout,66.27,ABSTAIN,48.0,,False,no_pick
XO.WD67..HH.2018.07.21.08.15.06,P,WD67,main,45.0,ROUTE,26.3,44.83,True,correct
XO.LT10..HH.2018.07.21.08.15.11,P,LT10,main,44.99,FUSE,13.6,45.005,True,correct
XO.LT10..HH.2018.07.21.08.15.11,S,LT10,main,73.33,FUSE,13.6,73.3,True,correct
XO.LT17..HH.2018.07.21.08.28.08,P,LT17,main,44.99,FUSE,13.6,44.985,True,correct
XO.LT17..HH.2018.07.21.08.28.08,S,LT17,main,51.68,FUSE,1.3,52.0,True,correct
XO.WD68..HH.2018.07.21.08.28.22,P,WD68,main,44.99,ROUTE,26.3,44.93,True,correct
XO.LT18..HH.2018.07.21.10.05.24,P,LT18,main,44.99,FUSE,9.3,45.0,True,correct
XO.LT18..HH.2018.07.21.10.05.24,S,LT18,main,51.51,ABSTAIN,27.8,,False,no_pick
XO.LT20..HH.2018.07.21.10.05.27,P,LT20,main,44.99,ROUTE,36.3,44.75,True,correct
XO.LT20..HH.2018.07.21.10.05.27,S,LT20,main,53.03,ROUTE,36.3,53.54,True,correct
XO.WD69..HH.2018.07.21.10.05.28,P,WD69,main,44.99,ROUTE,26.3,44.85,True,correct
XO.WD65..HH.2018.07.21.10.05.43,P,WD65,main,44.99,ROUTE,26.3,44.92,True,correct
XO.WD59..HH.2018.07.21.10.09.31,P,WD59,main,44.99,ABSTAIN,59.8,,False,no_pick
XO.LD45..HH.2018.07.21.11.48.06,P,LD45,main,45.0,ABSTAIN,7.8,,False,no_pick
XO.LT13..HH.2018.07.21.11.48.19,P,LT13,main,44.99,FUSE,1.3,44.91,True,correct
XO.LT16..HH.2018.07.21.11.48.22,P,LT16,main,45.0,FUSE,5.0,44.91,True,correct
XO.LT01..HH.2018.07.21.06.55.54,S,LT01,main,44.99,ABSTAIN,22.3,,False,no_pick
XO.LD40..HH.2018.07.21.07.49.29,P,LD40,main,44.99,ROUTE,21.3,45.17,True,correct
XO.LD40..HH.2018.07.21.07.49.29,S,LD40,main,66.43,ROUTE,21.3,67.22,True,correct
XO.LT20..HH.2018.07.21.08.21.14,P,LT20,holdout,44.99,ROUTE,36.3,45.27,True,correct
XO.LT20..HH.2018.07.21.08.21.14,S,LT20,holdout,53.46,ROUTE,36.3,53.76,True,correct
XO.LT18..HH.2018.07.21.09.52.12,P,LT18,main,44.99,FUSE,9.3,44.915,True,correct
XO.LT18..HH.2018.07.21.09.52.12,S,LT18,main,51.55,ABSTAIN,46.3,,False,no_pick
XO.LD44..HH.2018.07.21.09.52.29,S,LD44,main,44.99,ROUTE,21.3,45.12,True,correct
XO.LA34..HH.2018.07.21.09.52.42,S,LA34,main,45.0,ABSTAIN,6.0,,False,no_pick
XO.LT04..HH.2018.07.21.16.10.26,S,LT04,main,44.99,ABSTAIN,11.0,,False,no_pick
XO.WD49..HH.2018.07.21.22.57.32,P,WD49,main,45.0,ROUTE,26.3,44.37,True,wrong
XO.LT01..HH.2018.07.21.22.57.52,S,LT01,main,45.0,ABSTAIN,52.0,,False,no_pick
XO.WS75..HH.2018.07.22.00.28.35,S,WS75,main,45.0,ROUTE,21.3,44.8,True,correct
XO.LT17..HH.2018.07.22.00.27.59,P,LT17,main,45.0,FUSE,13.3,45.02,True,correct
XO.LT17..HH.2018.07.22.00.27.59,S,LT17,main,71.24,FUSE,1.0,70.98,True,correct
XO.LT12..HH.2018.07.22.00.27.48,P,LT12,holdout,45.0,FUSE,1.0,44.93,True,correct
XO.WD62..HH.2018.07.22.00.28.09,P,WD62,main,44.99,ROUTE,36.3,44.96,True,correct
XO.WD58..HH.2018.07.22.00.28.10,P,WD58,main,44.99,ROUTE,36.3,44.88,True,correct
XO.LT04..HH.2018.07.22.16.21.10,P,LT04,main,44.99,ABSTAIN,6.0,,False,no_pick
XO.LT04..HH.2018.07.22.16.21.10,S,LT04,main,65.31,FUSE,1.0,65.12,True,correct
XO.WS75..HH.2018.07.22.16.21.18,P,WS75,main,45.0,ROUTE,26.3,45.1,True,correct
XO.WS75..HH.2018.07.22.16.21.18,S,WS75,main,72.99,ROUTE,26.3,73.14,True,correct
XO.LD41..HH.2018.07.22.16.21.19,P,LD41,main,44.99,ROUTE,26.3,44.92,True,correct
XO.LT20..HH.2018.07.22.16.21.20,P,LT20,main,44.99,ROUTE,21.3,44.99,True,correct
XO.LT20..HH.2018.07.22.17.12.47,P,LT20,main,45.0,ROUTE,21.3,45.01,True,correct
XO.LT20..HH.2018.07.22.17.12.47,S,LT20,main,53.61,ROUTE,21.3,53.78,True,correct
XO.WD68..HH.2018.07.22.17.12.59,P,WD68,main,44.99,ABSTAIN,7.8,,False,no_pick
XO.WD68..HH.2018.07.22.17.12.59,S,WD68,main,62.56,ROUTE,21.3,62.54,True,correct
XO.LA30..HH.2018.07.22.17.13.08,P,LA30,main,45.0,ABSTAIN,10.0,,False,no_pick
XO.LA30..HH.2018.07.22.17.13.08,S,LA30,main,70.56,ABSTAIN,47.0,,False,no_pick
XO.LD36..HH.2018.07.22.17.13.23,P,LD36,main,45.0,ROUTE,41.3,76.95,True,wrong
XO.LT12..HH.2018.07.23.11.32.01,P,LT12,main,45.0,FUSE,1.0,44.96,True,correct
XO.WD61..HH.2018.07.23.11.32.03,P,WD61,main,44.99,ROUTE,26.3,44.93,True,correct
XO.LA21..HH.2018.07.23.11.32.04,P,LA21,holdout,45.0,FUSE,5.3,44.74,True,correct
XO.LT18..HH.2018.07.23.14.43.47,P,LT18,main,44.99,FUSE,9.3,44.995,True,correct
XO.LT20..HH.2018.07.23.14.47.03,P,LT20,main,44.99,ROUTE,21.3,44.55,True,correct
XO.LT20..HH.2018.07.23.14.47.03,S,LT20,main,53.53,ROUTE,21.3,53.86,True,correct
XO.LT15..HH.2018.07.24.04.12.07,P,LT15,main,45.0,ABSTAIN,28.5,,False,no_pick
XO.LT15..HH.2018.07.24.04.12.07,S,LT15,main,51.68,FUSE,19.2,107.93,True,wrong
XO.LT17..HH.2018.07.24.04.12.25,P,LT17,main,44.99,FUSE,18.3,44.82,True,correct
XO.WS75..HH.2018.07.24.04.12.27,P,WS75,main,45.0,ABSTAIN,12.8,,False,no_pick
XO.WD63..HH.2018.07.24.04.12.34,P,WD63,holdout,44.99,ABSTAIN,49.8,,False,no_pick
XO.LT09..HH.2018.07.24.04.16.32,P,LT09,main,45.0,FUSE,5.0,44.605,True,correct
XO.LT09..HH.2018.07.24.04.16.32,S,LT09,main,50.78,FUSE,14.2,51.0,True,correct
XO.LT15..HH.2018.07.24.04.16.32,P,LT15,main,45.0,FUSE,0.0,45.01,True,correct
XO.LT15..HH.2018.07.24.04.16.32,S,LT15,main,51.71,FUSE,0.0,51.73,True,correct
XO.LT10..HH.2018.07.24.04.16.34,P,LT10,main,44.99,FUSE,0.0,45.015,True,correct
XO.LT10..HH.2018.07.24.04.16.34,S,LT10,main,52.22,FUSE,12.3,52.735,True,correct
XO.LD45..HH.2018.07.24.04.16.50,P,LD45,holdout,45.0,ROUTE,26.3,44.74,True,correct
XO.LD45..HH.2018.07.24.04.16.50,S,LD45,holdout,65.94,ROUTE,26.3,65.79,True,correct
XO.LD44..HH.2018.07.24.04.16.51,P,LD44,main,45.0,ROUTE,26.3,45.06,True,correct
XO.LD44..HH.2018.07.24.04.16.51,S,LD44,main,66.48,ROUTE,26.3,66.34,True,correct
XO.WD58..HH.2018.07.24.04.16.52,P,WD58,main,44.99,ABSTAIN,7.8,,False,no_pick
XO.WD58..HH.2018.07.24.04.16.52,S,WD58,main,66.95,ROUTE,21.3,66.82,True,correct
XO.WD53..HH.2018.07.24.04.17.03,P,WD53,main,44.99,ABSTAIN,26.3,,False,no_pick
XO.LA25..HH.2018.07.24.14.29.30,P,LA25,main,44.99,ABSTAIN,51.3,,False,no_pick
XO.LA25..HH.2018.07.24.14.29.30,S,LA25,main,78.95,ABSTAIN,51.3,,False,no_pick
XO.WD62..HH.2018.07.24.14.29.24,P,WD62,holdout,44.99,FUSE,7.8,45.08,True,correct
XO.WD62..HH.2018.07.24.14.29.24,S,WD62,holdout,74.48,ROUTE,26.3,74.27,True,correct
XO.WD69..HH.2018.07.24.14.29.03,P,WD69,main,44.99,ROUTE,21.3,44.97,True,correct
XO.WD69..HH.2018.07.24.14.29.03,S,WD69,main,62.96,ROUTE,21.3,57.7,True,wrong
XO.LA33..HH.2018.07.24.15.50.41,P,LA33,main,44.99,FUSE,1.0,44.93,True,correct
XO.LA30..HH.2018.07.24.15.50.43,P,LA30,main,44.99,ABSTAIN,5.0,,False,no_pick
XO.LT14..HH.2018.07.24.15.50.44,P,LT14,main,44.99,FUSE,4.3,45.5,True,wrong
XO.LT15..HH.2018.07.24.15.50.47,S,LT15,main,44.99,FUSE,13.3,45.83,True,correct
XO.WD68..HH.2018.07.24.15.50.55,P,WD68,main,44.99,ROUTE,26.3,44.95,True,correct
XO.WD68..HH.2018.07.24.15.50.55,S,WD68,main,68.03,ROUTE,26.3,67.94,True,correct
XO.WD63..HH.2018.07.24.15.50.59,P,WD63,main,44.99,ROUTE,26.3,45.46,True,correct
XO.WD63..HH.2018.07.24.15.50.59,S,WD63,main,71.2,ROUTE,26.3,70.82,True,correct
XO.WD67..HH.2018.07.24.15.51.05,P,WD67,main,45.0,ROUTE,31.3,41.27,True,wrong
XO.WD67..HH.2018.07.24.15.51.05,S,WD67,main,75.01,ROUTE,31.3,75.28,True,correct
XO.WD64..HH.2018.07.24.15.51.38,S,WD64,main,45.0,ROUTE,21.3,44.91,True,correct
XO.WD55..HH.2018.07.24.04.19.19,S,WD55,holdout,44.99,ROUTE,21.3,44.91,True,correct
XO.LT12..HH.2018.07.24.04.18.21,P,LT12,main,45.0,FUSE,20.0,44.975,True,correct
XO.LT12..HH.2018.07.24.04.18.21,S,LT12,main,48.87,FUSE,29.2,48.57,True,correct
XO.LT14..HH.2018.07.24.04.18.28,P,LT14,main,44.99,FUSE,9.3,44.995,True,correct
XO.LA33..HH.2018.07.24.04.18.32,P,LA33,main,45.0,FUSE,1.0,45.0,True,correct
XO.LA33..HH.2018.07.24.04.18.32,S,LA33,main,58.52,FUSE,1.0,58.23,True,correct
XO.LT13..HH.2018.07.24.04.13.05,P,LT13,main,44.99,FUSE,0.0,44.94,True,correct
XO.LT13..HH.2018.07.24.04.13.05,S,LT13,main,53.16,FUSE,0.0,54.26,True,wrong
XO.LT16..HH.2018.07.24.04.13.08,P,LT16,main,45.0,ROUTE,29.3,44.49,True,wrong
XO.WD46..HH.2018.07.24.20.21.13,P,WD46,main,44.99,ROUTE,21.3,107.14,True,wrong
XO.WD56..HH.2018.07.24.20.21.44,P,WD56,holdout,44.99,ROUTE,21.3,44.83,True,correct
XO.WS74..HH.2018.07.25.04.07.49,P,WS74,main,44.99,ROUTE,31.3,44.81,True,correct
XO.WD68..HH.2018.07.25.04.07.52,P,WD68,main,45.0,ROUTE,21.3,44.95,True,correct
XO.LA28..HH.2018.07.25.21.38.27,P,LA28,main,44.99,ABSTAIN,32.8,,False,no_pick
XO.LA28..HH.2018.07.25.21.38.27,S,LA28,main,71.2,ABSTAIN,46.3,,False,no_pick
XO.WD66..HH.2018.07.25.21.37.52,P,WD66,main,44.99,ABSTAIN,27.8,,False,no_pick
XO.LD44..HH.2018.07.25.21.37.59,P,LD44,holdout,44.99,FUSE,2.8,45.1,True,correct
XO.LD44..HH.2018.07.25.21.37.59,S,LD44,holdout,52.26,ROUTE,21.3,52.65,True,correct
XO.LT20..HH.2018.07.25.21.38.17,P,LT20,holdout,44.99,ROUTE,26.3,47.33,True,wrong
XO.LA25..HH.2018.07.25.21.38.31,P,LA25,main,44.99,ABSTAIN,14.3,,False,no_pick
XO.LT16..HH.2018.07.25.04.14.41,P,LT16,main,45.0,FUSE,5.8,45.04,True,correct
XO.LT16..HH.2018.07.25.04.14.41,S,LT16,main,54.99,FUSE,5.8,55.155,True,correct
XO.WD66..HH.2018.07.25.18.33.52,P,WD66,holdout,44.99,FUSE,17.8,44.94,True,correct
XO.LD44..HH.2018.07.25.18.33.58,P,LD44,holdout,44.99,FUSE,2.8,45.07,True,correct
XO.LD44..HH.2018.07.25.18.33.58,S,LD44,holdout,52.17,ROUTE,21.3,53.06,True,correct
XO.WD68..HH.2018.07.25.18.33.58,P,WD68,main,44.99,ABSTAIN,7.8,,False,no_pick
XO.WD68..HH.2018.07.25.18.33.58,S,WD68,main,52.23,ROUTE,21.3,52.47,True,correct
XO.WD52..HH.2018.07.25.18.34.03,P,WD52,holdout,44.99,ROUTE,21.3,44.77,True,correct
XO.WD52..HH.2018.07.25.18.34.03,S,WD52,holdout,54.14,ROUTE,21.3,55.04,True,correct
XO.LA21..HH.2018.07.25.18.34.32,P,LA21,main,45.0,FUSE,9.3,44.93,True,correct
XO.LD40..HH.2018.07.26.10.55.02,P,LD40,main,44.99,ROUTE,21.3,45.61,True,wrong
XO.LD40..HH.2018.07.26.10.55.02,S,LD40,main,66.85,ROUTE,21.3,67.04,True,correct
